Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?
2MASS J04215450+2652315,,J04215450+2652315,65.47708333333334,26.875555555555557,140.0,,M8.5,,,,,,15.54,14.5,,13.9,,,,,,,,,,,
2MASS J12244411-7141109,,J12244411-7141109,186.18375,-71.6863888888889,49.5,9.05,M8.5,,,,,18.41,14.76,13.63,13.02,,,,,,,,,,2012.0,UNCON,
2MASS J01400263+2701505,,J01400263+2701505,25.010833333333334,27.030833333333334,,,M8.5,,,,,,12.49,,,,,,,,,,,,,,
2MASS J04202441+2356134,,J04202441+2356134,65.10166666666667,23.936944444444446,36.2,1.63,M8.5,,,20.6,,18.4,14.6,13.85,,13.42,13.09,12.85,,2379,,79.0,,,2008.0,,
SONYC-NGC1333 -9,,,52.27291666666667,31.170555555555556,300.0,20,M8.5,,,,21.29,,17.07,,,15.67,,,,2600,,,,,2012.0,UNCON,
SONYC-NGC1333-44,,,52.2375,31.280277777777776,300.0,20,M8.5,,,,,,17.12,16.25,,15.59,,,,2800,,20.0,,,2012.0,UNCON,
2MASS J03550477-1032415,,J03550477-1032415,58.77,-10.545,,,M8.5,,,,,,13.08,,,,,,,2700,,,,,,,
SONYC-NGC1333-39,,J03285496+3118153,52.229166666666664,31.304166666666667,300.0,20,M8.5,,,,,,16.88,14.93,,13.16,,,,2900,,,,,2012.0,UNCON,
2MASS J12271545-0636458,,J12271545-0636458,186.81458333333333,-6.612777777777778,32.5,3.2,M8.5,,,,,,,,,,,,,,,12.0,,,,,
S Ori 45,,J05382557-0248370,84.60666666666667,-2.8102777777777774,360.0,65,M8.5,24.4,,22.07,20.57,19.59,16.67,16.02,15.59,,,,,,,24.0,,,,,
2MASS J15102049-4440022,,J15102049-4440022,227.58541666666667,-44.66722222222222,56.12,14.86,M8.5,,,,,18.08,14.96,14.26,13.85,,,,,,,,,,2012.0,UNCON,
2MASS J22353560-5906306,,J22353560-5906306,338.8983333333333,-59.10861111111111,,,M8.5,,,,,,14.28,,,,,,,2300,1.76,18.0,,,,,
DENIS J063001.4-184014 A,x,J06300140-1840143,97.50583333333333,-18.670555555555556,19.52,0.03,M8.5,,,,,15.88,12.68,11.93,11.46,11.46,,,,,,90.0,,,2008.0,UNCON,
TWA 27A,x,J12073346-3932539,181.88958333333332,-39.54833333333333,52.77,1.03,M8.5,19.95,,17.99,,15.92,13,12.39,11.96,11.96,,,,2652,2.4,25.0,,,2001.0,,
DENIS-P J235409.2-331627,x,J23540928-3316266,358.53875,-33.274166666666666,22.0,?,M8.5,20.7,,,,16,13.05,12.37,,11.88,,,,,,,2200.0,,,,
2MASS J14263161+1557012 A,x,J14263161+1557012,216.63166666666666,15.950277777777776,19.1,1.3,M8.5,,,,,16.5,13.36,12.63,12.2,12.07,,,,2400,1.37,87.0,,,2003.0,UNCON,
WISE J011639.05-165420.5,,,19.162916666666668,-16.90583333333333,85.0,7,M8.5,,,,,,,19.61,,,,,,,,,,,2015.0,UNCON,
KPNO-Tau 9,,J04355143+2249119,68.96416666666667,22.82,160.0,12,M8.5,24.92,,,,18.76,15.48,14.66,14.17,14.19,,,,2520,,25.0,,,,,
2MASS J09282665-3214022,,J09282665-3214022,142.11125,-32.23388888888889,60.48,11.2,M8.5,,,,,18.1,15.11,14.27,13.85,,,,,,,,,,2012.0,UNCON,
2MASS J04361030+2159364,,J04361030+2159364,69.04291666666667,21.993333333333336,140.0,,M8.5,,,,,,14.86,14.11,13.65,,,,,,,,,,,,
CFHT-Tau 16,,J04302365+2359129,67.59875,23.986944444444447,160.0,12,M8.5,,,,,17.91,14.96,14.24,13.7,13.7,,,,2760,,23.0,,,,,
DENIS-J055146.0-443412.2 A,x,J05514604-4434128,87.94208333333333,-44.57027777777778,100.0,20,M8.5,,,,,,15.79,15.2,14.87,,,,,,,73.0,,,,,
2MASS J14362641-4536268,,J14362641-4536268,219.11,-45.6075,56.44,16.53,M8.5,,,,,18.27,15.09,14.37,13.87,,,,,,,,,,2012.0,UNCON,
2MASS J20103539+0634367,x,J20103539+0634367,302.6475,6.576944444444444,15.3,,M8.5,,,,,,12.53,11.89,11.43,,11.11,10.83,,,,,2100.0,,2012.0,UNCON,
2MASS J15410782-6026051,,J15410782-6026051,235.2825,-60.43472222222222,64.56,19.13,M8.5,,,,,,15.38,14.72,14.28,,,,,,,,,,2012.0,UNCON,
2MASS J12342370-5104354,,J12342370-5104354,188.59875,-51.07638888888889,42.19,11.52,M8.5,,,,,17.51,14.38,13.81,13.27,,,,,,,,,,2012.0,UNCON,
2MASS J18353790+3259545,,J18353790+3259545,278.90791666666667,32.99861111111111,,,M8.5,,,,,,,,,,,,,,,,,,,,
2MASS J16574801-3450487,,J16574801-3450487,254.45,-34.846944444444446,64.76,19.01,M8.5,,,,,18.53,15.37,14.7,14.24,,,,,,,,,,2012.0,UNCON,
2MASS J04414489+2301513 A,x,J04414489+2301513,70.43708333333333,23.030833333333334,140.0,,M8.5,,,,,,14.42,13.94,13.4,,,,,,,20.0,,,,,
TWA 28,,J11020983-3430355,165.54083333333332,-34.51,55.25,1.53,M8.5,21.46,,19.14,,17.9,13.03,12.36,,11.89,,,,2600,3.0,,,,2005.0,,
2MASS J11465103-4754381,,J11465103-4754381,176.7125,-47.910555555555554,51.68,15.15,M8.5,,,20.22,,18.08,14.9,14.15,13.62,,,,,,,,,,2012.0,UNCON,
2MASS J07410404-0359495,,J07410404-0359495,115.26666666666667,-3.9972222222222222,40.89,11.15,M8.5,,,19.88,,17.45,14.31,13.68,13.21,,,,,,,,,,2012.0,UNCON,
2MASS J07293904-2608578,,J07293904-2608578,112.4125,-26.149444444444445,39.16,3.9,M8.5,,,20.02,,17.43,14.18,13.5,13.05,,,,,,,,,,2012.0,UNCON,
2MASS J11312945-6446032,,J11312945-6446032,172.87291666666667,-64.7675,40.57,4.07,M8.5,,,,,18.26,14.26,13.52,12.99,,,,,,,,,,2012.0,UNCON,
2MASS J17365608-0407258,,J17365608-0407258,264.23375,-4.123888888888889,67.6,19.59,M8.5,,,20.45,,18.63,15.46,14.88,14.36,,,,,,,,,,2012.0,UNCON,
CD-33 7795 B,x,J11315526-3436272,172.98083333333332,-34.60805555555556,44.0,4,M8.5,20.4,,,,15.8,,,,,,,,2800,2.02,27.0,127.0,1380.0,1999.0,,
2MASS J17373472-3446108,,J17373472-3446108,264.39458333333334,-34.76972222222222,41.49,12.16,M8.5,,,,,19.11,14.4,13.31,12.76,,,,,,,,,,2012.0,UNCON,
2MASS J20282203-5637024,,J20282203-5637024,307.09166666666664,-56.617222222222225,,,M8.5,,,,,,13.84,,,,,,,2300,1.83,36.0,,,,,
GJ 569 B,x,J14542923+1606039,223.62166666666667,16.101111111111113,9.65,0.16,M8.5,18.1,,,,,11.27,10.67,,10.16,,,,2530,0.98,78.0,50.0,,2000.0,,
2MASS J17531155-0131300,,J17531155-0131300,268.29833333333335,-1.525,79.93,22.04,M8.5,,,20.72,,18.76,15.74,15.05,14.46,,,,,,,,,,2012.0,UNCON,
2MASS J17114362-5045337,,J17114362-5045337,257.9316666666667,-50.75944444444445,63.99,18.57,M8.5,,,,,,15.34,14.82,14.26,,,,,,,,,,2012.0,UNCON,
Roque 7,,J03434028+2430113,55.91791666666666,24.503055555555555,136.2,1.2,M8.5,,,,,19.29,16.35,15.93,,15.34,,,,,,46.0,,,,UNCON,
2MASS J17054744-5441513,,J17054744-5441513,256.4475,-54.6975,27.2,5.7,M8.5,,,19.09,,16.38,13.64,12.75,12.35,,,,,,,,,,2008.0,UNCON,
2MASS J162429.36+125145.1,,J162429.36+125145.1,246.1225,12.862499999999999,,,M9,,,,,,16.68,15.88,15.39,,,,,,,,,,2006.0,,
2MASS J224835.13+130145.3,,J224835.13+130145.3,342.14625,13.029166666666667,,,M9,,,,,,17.14,16.38,15.92,,,,,,,,,,,,
2MASS J04334291+2526470,,J04334291+2526470,68.42875,25.44638888888889,140.0,,M9,,,,,,14.64,13.85,13.33,,,,,,,,,,,,
2MASS J215122797+3547206,,J215122797+3547206,327.8666666666667,35.78916666666667,,,M9,,,,,,,,,,,,,,,,,,,UNCON,
2MASS J16342205-2531152,,J16342205-2531152,248.59208333333333,-25.520833333333332,40.45,13.16,M9,,,19.63,,17.77,14.52,13.62,13.1,,,,,,,,,,2012.0,UNCON,
2MASS J11072647-7742408,,J11072647-7742408,166.86041666666668,-77.71138888888889,162.0,,M9,,,,,,17.53,16.45,,15.59,,,,2210,,,,,,UNCON,
USco1610-1913 b,x,J16103232-1913085,242.63458333333332,-19.219166666666666,145.0,14,M9,,,,,,14.09,13.43,12.92,,,,,2500,,45.0,840.0,,2013.0,,
GJ 569 C,x,J14542923+1606039,223.62166666666667,16.101111111111113,9.65,0.16,M9,,,,,,11.78,11.21,,10.64,,,,2300,0.95,69.0,0.923,2.367,2000.0,,
GJ 660.1 B,x,J17125127-0507311,258.21375,-5.125277777777777,19.96,1.44,M9,,,,,,13.05,12.57,,12.23,,,,,,,121.0,,2011.0,UNCON,
2MASS J14112131-2119503,,J14112131-2119503,212.83875,-21.330555555555556,15.7,1,M9,,,,,,12.44,11.83,11.33,11.33,,,,2600,,65.0,,,2003.0,,
DENIS-P J1411051-791536,,J14110473-7915357,212.76958333333334,-79.26,23.5,4.1,M9,,,,,16.11,13.23,12.54,,12.2,,,,,,,,,2011.0,,
GJ 3517,,J08533619-0329321,133.40083333333334,-3.4922222222222223,8.56,0.11,M9,18.8,,,,,11.21,10.47,9.94,9.91,,,,,,,,,1991.0,UNCON,
2MASS J15104786-2818174,,J15104786-2818174,227.69958333333332,-28.304722222222225,19.0,1.3,M9,,,,,,12.84,,11.69,,,,,2600,1.66,37.0,,,,UNCON,
WISE J122608.20+215010.8,,,186.53416666666666,21.836388888888887,123.3,21.1,M9,,,,,,16.92,16.33,,15.79,15.57,15.05,12.76,,,,,,2010.0,,
2MASS J12474428-3816464,,J12474428-3816464,191.93458333333334,-38.279444444444444,,,M9,,,,,,14.78,,,,,,,2100,2.15,17.0,,,,,
HD 114762 b,x,J13121982+1731016,198.08375,17.51722222222222,38.65,1.14,M9,,,,,,,,,,,,,,,15.0,0.36,0.23,1989.0,UNCON,
ULAS J1053+0452,,,163.33416666666668,4.872777777777778,,,M9,,,,,,14.78,,,,,,,,,,,,,,
2MASS J171452.24+243902.4,,J171452.24+243902.4,258.7175,24.650555555555552,,,M9,,,,,,16.67,15.86,15.35,,,,,,,,,,,,
2MASS J17395796-5321414,,J17395796-5321414,264.9916666666667,-53.36138888888889,50.84,16.73,M9,,,,,18.3,15.04,14.33,13.84,,,,,,,,,,2012.0,UNCON,
2MASS J06533530-2129406,,J06533530-2129406,103.39708333333333,-21.494722222222222,53.34,17.41,M9,,,,,,15.12,14.27,13.72,,,,,,,,,,2012.0,UNCON,
CFHTWIR-Oph 16,,,246.5775,-24.497500000000002,125.0,?,M9,,,,,,17.09,14.92,13.55,,,,,2600,,,,,2011.0,UNCON,
DENIS-P J0254058-193452,,J02540582-1934523,43.524166666666666,-19.58111111111111,21.1,3.7,M9,,,,,16.3,13.08,12.36,,11.91,,,,,,,,,2011.0,,
J0331-3042,,,52.87625,-30.41111111111111,9.6,0.6,M9,,,,,,11.36,,10.26,,,,,,,,,,,UNCON,
2MASS J02522628+0056223,,J02522628+0056223,43.10958333333333,0.9394444444444444,,,M9,,,,,,,,,,,,,,,,,,,UNCON,
2MASS J11592743-5247188,,J11592743-5247188,179.86416666666668,-52.78861111111111,9.6,1.9,M9,,,16.62,,14.49,11.43,10.76,10.32,,,,,,,,,,2004.0,UNCON,
DENIS-P J1703356?771520,,J17033555-7715210,255.89833333333334,-77.25583333333333,54.0,?,M9,,,,,18.25,15.21,14.4,14.02,15.16,,,,,,,,,,,
S Ori 53,,,84.60458333333334,-2.8008333333333333,360.0,65,M9,,,,,20.93,17.92,17.36,16.76,,16.33,,,,,15.0,,,,,
2MASSW J1239194+202952,,J12391934+2029519,189.83041666666668,20.497777777777777,,,M9,,,,,17.8,14.45,13.68,13.2,,,,,,,,,,,UNCON,
2MASS J00044144-2058298,,J00044144-2058298,1.1724999999999999,-20.974999999999998,15.5,1,M9,,,,,,12.4,,11.39,,,,,,,,,,,UNCON,
DENIS-P J024351.0-543219,,J02435103-5432194,40.9625,-54.53861111111111,34.4,,M9,,,,,17.05,14.04,13.32,12.78,,,,,,,,,,,,
2MASS J22025794-5605087,,J22025794-5605087,330.74125,-56.08583333333333,,,M9,,,,,,14.36,,,,,,,2600,1.79,20.0,,,,,
2MASS J15470557-1626303 A,x,J15470557-1626303 A,236.77333333333334,-16.441666666666666,,,M9,,,,,,13.86,,,,,,,2300,,,,,,,
WISE J222943.60+162516.5,,,337.4316666666667,16.42138888888889,129.4,22.2,M9,,,,,,17.02,16.46,,15.85,15.72,15.16,>12.69,,,,,,2015.0,,
KPNO-Tau 1,,J04151471+2800096,63.81125,28.002777777777776,140.0,,M9,,,,,,15.1,14.25,,13.77,,,,2600,,21.0,,,,,
2MASS J11064461-3715115,,J11064461-3715115,166.68583333333333,-37.25333333333333,,,M9,,,,,,14.49,,,,,,,2300,1.96,16.0,,,,,
CFHT-Tau 3,,J04363893+2258119,69.16208333333333,22.97,134.0,10,M9,,,20.33,,16.88,13.7,12.84,12.37,12.34,,,,2750,,37.0,,,,,
ULAS J143256.93+122809.2,x,,218.23708333333335,12.469166666666666,,,M9,,,,,,17.63,16.91,,16.36,12.61,12.44,12.33,,,,,,2015.0,,
2MASS J15531993+1400337,,J15531993+1400337,238.33291666666668,14.009444444444444,20.5,1.3,M9,,,18.57,,16.14,13.02,12.27,11.85,,,,,,,,,,2003.0,,
2MASS J23360735-3541489,,J23360735-3541489,354.0308333333333,-35.69694444444444,,,M9,,,,,,14.65,,,,,,,2300,,,,,,,
2MASS J05402325-0906326,,J05402325-0906326,85.09708333333333,-9.109166666666667,,,M9,,,,,,14.59,,,,,,,2600,1.74,19.0,,,,,
V2247 Oph c,x,J16271951-2441403,246.83125,-24.694444444444446,125.0,,M9,,,,,,,,,,,,,3490,,14.0,1083.0,,2011.0,,
WISE J201901.74-071405.3,,,304.75708333333336,-7.2347222222222225,110.4,18.8,M9,,,,,,16.77,16.24,,15.7,15.4,14.81,>12.54,,,,,,2015.0,,
2MASSI J0544115-243301,,I J0544115-243301,86.04791666666667,-24.550555555555555,16.4,1.1,M9,,,,,,12.53,,11.46,,,,,,,,,,,UNCON,
2MASS J00412179+3547133,,J00412179+3547133,10.340833333333334,35.786944444444444,88.0,?,M9,,,,,,15.94,15.73,15.17,,14.74,14.45,,,,,,,2004.0,,
2MASS J13265348-5022270,,J13265348-5022270,201.72291666666666,-50.37416666666667,45.1,7.77,M9,,,20.3,,17.97,14.72,13.98,13.4,,,,,,,,,,2012.0,UNCON,
DENIS-P J1519016-741613,,,229.75666666666666,-74.27027777777778,,,M9,,,,,,,,,,,,,,,,,,,,
2MASS J09474621-3810043,,J09474621-3810043,146.9425,-38.16777777777777,37.56,12.4,M9,,,,,,14.38,13.67,13.22,,,,,,,,,,2012.0,UNCON,
LHS 1070 C,x,J00244419-2708242,6.184166666666667,-27.14,7.72,0.15,M9,,,,,,,,,,,,,,,74.0,3.53,17.24,,,
2MASS J00194579+5213179,,J00194579+5213179,4.940833333333333,52.22166666666667,18.7,1.2,M9,,,,,,12.79,12.07,11.62,,,,,,,,,,2003.0,UNCON,
UGCS J034831.52+243437.2,,,57.13125,24.577222222222222,136.2,1.2,M9,,,,,20,16.72,15.98,,15.36,,,,2300,,50.0,,,1997.0,,
2MASS J12245222-1238352,,J12245222-1238352,186.2175,-12.643055555555556,17.1,1.1,M9,,,,,,12.56,11.83,11.37,,,,,,,,,,2003.0,,
2MASS J234437.44-085507.5,,J234437.44-085507.5,356.1558333333333,-8.918888888888889,,,M9,,,,,,16.96,16.24,15.79,,,,,,,,,,,,
SDSS 1723287+6406233,,J17232861+6406230,260.8691666666667,64.10638888888889,,,M9,,22.69,,19.89,19.1,16.32,15.66,15.12,,,,,,,,,,,,
S Ori 51,,,84.76333333333334,-2.5058333333333334,360.0,65,M9,,,,,20.22,17.06,16.42,16.13,,15.83,15.68,,,,22.0,,,,,
TVLM 868-110639,,,227.57041666666666,-2.6855555555555557,16.34,1.25,M9,,19.27,,16.38,,12.61,11.84,11.35,11.34,10.94,10.67,10.17,2377,1.08,79.0,,,,UNCON,
2MASS J00413538-5621127 B,x,J00413538-5621127,10.3975,-56.353611111111114,50.0,16,M9,,,,,,13.22,12.53,12.01,,,,,,,15.0,8.9,126.0,,,
2MASS J11345493+0022541,,J11345493+0022541,173.72875,0.38166666666666665,19.0,1.3,M9,,,,,,12.85,,11.67,,,,,,,,,,,UNCON,
CFHT-Tau 1,,J04341527+2250309,68.56375,22.841944444444444,140.0,,M9,,,,,,13.74,,,11.87,,,,,,,,,,,
2MASS J17343053-1151388,,J17343053-1151388,263.62708333333336,-11.860833333333334,21.3,1.4,M9,,,19.45,,17.05,13.11,12.37,11.88,,,,,,,,,,2010.0,UNCON,
Oph 11 A,x,J16222521-2405139,245.605,-24.08722222222222,125.0,25,M9,,,,,17.78,14.53,14.01,,13.55,,,,,,18.0,,,,,
ULAS J093744.66+071903.3,x,,144.43625,7.3175,,,M9,,24.76,,22.23,,17.88,17.19,,16.62,15.64,15.34,>12.78,,,,,,2015.0,,
WISE J155755.29+591425.3,,,239.48041666666666,59.24027777777778,34.0,2,M9,,,,,,14.32,13.61,13.12,,12.8,12.52,12.4,,,,,,2013.0,UNCON,
WISE J113839.14-183910.8,,,174.66291666666666,-18.653055555555554,91.3,15.4,M9,,,,,,16.29,15.67,,15.13,14.86,14.4,>12.48,,,,,,2015.0,,
DENIS-P J013035.5-444541 A,x,J01303563-4445411,22.648333333333333,-44.76138888888889,40.0,14,M9,,,,,17.18,14.12,13.48,12.99,12.99,,,,2400,,86.0,,,2011.0,,
2MASS J04354526+2737130,,J04354526+2737130,68.93875,27.62027777777778,140.0,,M9,,,,,,15.02,14.24,,13.71,,,,,,,,,,,
DENIS-P J2345390+005514,,J23453903+0055137,356.4125,0.9205555555555556,26.0,2,M9,,20.93,,18.04,16.9,13.77,13.12,12.58,12.58,,,,,,,,,2008.0,,
CFHT-Pl-25,,J03540532+2333597,58.522083333333335,23.566666666666666,136.2,1.2,M9,,,22.38,,19.57,16.69,15.78,,15.29,,,,,,42.0,,,,UNCON,
LP 647-13,,J01095117-0343264,17.463333333333335,-3.723888888888889,9.6,0.2,M9,19.5,,,,14.77,11.69,10.93,10.43,,,,,,,,,,1995.0,UNCON,
2MASS J15570870-3526375,,J15570870-3526375,239.28625,-35.443888888888885,49.27,16.49,M9,,,,,,15,14.24,13.8,,,,,,,,,,2012.0,UNCON,
2MASS J11100658-7642486,,J11100658-7642486,167.5275,-76.71361111111112,162.0,,M9,,,,,,16.34,15.86,,15.07,,,,2160,,,,,,UNCON,
WISEA J091657.18-112104.7,,,139.23833333333334,-11.351388888888888,,,M9,,,,,,,,,,,,,,,,,,2014.0,,
2MASS J09451445-7753150,,J09451445-7753150,146.31041666666667,-77.8875,,,M9,,,,,,13.89,,,,,,,2600,1.84,38.0,,,,,
2MASS J23473680+2702068,,J23473680+2702068,356.9033333333333,27.03527777777778,22.1,1.5,M9,,,,,,13.19,12.45,12,,,,,,,,,,2000.0,,
J125758.7-770120,,,194.49458333333334,-77.02222222222223,178.0,,M9,,,,,,,,,,,,,2500,,,,,,,
S Ori 50,,,84.795,-2.6208333333333336,360.0,65,M9,,,,,20.48,17.5,17.12,16.18,,,,,,,18.0,,,,,
2MASS J16272794+8105075,,J16272794+8105075,246.86625,81.08555555555554,20.7,1.4,M9,,,,,16.8,13.04,12.33,11.87,,,,,,,,,,2003.0,,
2MASS J08105865+1420390,,J08105865+1420390,122.74458333333334,14.344166666666668,17.8,1.2,M9,19.6,,,,,12.71,12.05,11.61,,,,,,,,,,2003.0,,
ULAS J025244.10+010617.9,x,,43.18375,1.105,,,M9,,,,,,18.15,17.54,,17.07,16.47,16.71,>12.89,,,,,,2015.0,,
2MASS J04574903+3015195,,J04574903+3015195,74.45416666666667,30.255555555555556,142.5,,M9,,,,,,15.77,15.12,,14.48,,,,2200,,,,,,,
DENIS 161103.60-242642.9,,,242.765,-24.44527777777778,145.0,15,M9,,,,,,14.86,14.14,13.7,,,,,2400,,18.0,,,2004.0,,
2MASS J10503781-4517010,,J10503781-4517010,162.6575,-45.28361111111111,32.4,2.05,M9,,,,,,14.02,13.34,12.88,,,,,,,,,,2012.0,UNCON,
WISE J085519.22+060057.6,,,133.83,6.016111111111111,84.9,14.3,M9,,,,,,16.34,15.68,,15.19,14.77,14.24,>11.87,,,,,,2015.0,,
USco J161047.13-223949.4,,,242.69625,-22.66361111111111,145.0,15,M9,,,,,,15.26,14.57,14.01,,,,,2400,,18.0,,,,,
2MASS J04263055+2443558,,J04263055+2443558,66.6275,24.73222222222222,140.0,,M9,,,,,,14.67,13.94,13.4,,,,,,,,,,,,
2MASS J10554733+0808427,,J10554733+0808427,163.94708333333332,8.145277777777777,16.6,1.1,M9,,,,,,12.55,,11.37,,,,,,,,,,,UNCON,
KPNO-Tau 12,,J04190126+2802487,64.75541666666666,28.046944444444446,140.0,,M9,23.23,,,,,16.3,15.48,,14.93,,,,,,,,,,,
2MASS J12463355-5314188,,J12463355-5314188,191.64,-53.23861111111111,53.6,10.82,M9,,,,,18.09,15.01,14.29,13.85,,,,,,,,,,2012.0,UNCON,
DENIS-P J0427270-112713,,J04272708-1127143,66.86291666666666,-11.453888888888889,27.1,4.7,M9,,,,,16.67,13.74,13.08,,12.67,,,,,,,,,2011.0,,
2MASS J16403197+1231068,,,250.13333333333333,12.518611111111111,,,M9,,,,,,15.95,15.61 >,15.52,,15.03,14.85,,,,,,,,,
LP 944-20,,J03393521-3525440,54.89666666666667,-35.428888888888885,4.97,0.1,M9,,,,,13.29,10.73,10.02,,9.55,,,,2200,0.85,60.0,,,1998.0,,
2MASS J16073123-0442091,,J16073123-0442091,241.88,-4.702500000000001,15.7,0.4,M9,,,,,,11.9,,10.72,,,,,,,,,,,UNCON,
MBO 139,,,52.19875,31.36527777777778,300.0,20,M9,,,,23.54,,17.55,,,15.24,,,,2700,,20.0,,,2012.0,,
SDSS J150108.17+225001.8,,J15010818+2250020,225.28416666666666,22.833888888888886,10.59,0.07,M9,15.09,,,,,11.87,11.18,,10.71,,,,,,,,,2002.0,UNCON,
DENIS-P J0407089-234829,,J04070892-2348301,61.787083333333335,-23.808333333333334,26.2,5.4,M9,,,,,16.8,13.75,13.08,,12.63,,,,,,,,,2011.0,,
2MASS J164038.70+521550.5,,J164038.70+521550.5,250.16125,52.26416666666667,,,M9,,,,,,17.97,17.19,16.72,,,,,,,,,,,,
2MASS J07453725-2624350,,J07453725-2624350,116.40541666666667,-26.40972222222222,62.21,19.2,M9,,,,,18.57,15.36,14.69,13.98,,,,,,,,,,2012.0,UNCON,
SSSPM J1444-2019,,J14442067-2019222,221.08625,-20.322777777777777,16.22,0.56,M9,,,,,,12.55,12.14,11.93,,11.47,11.21,,,,,,,2007.0,,
DENIS-P J1115297-242934,,J11152970-2429346,168.87375,-24.493055555555557,25.8,4.4,M9,,,,,16.5,13.59,12.95,,12.54,,,,,,,,,2011.0,,
WISE J072003.20-084651.2,,,110.01333333333334,-8.780833333333334,7.04,1.88,M9,,,,,13.81,10.63,9.92,9.47,,9.17,8.86,8.28,,,,,,2014.0,,
2MASS J16470847+5120088,,J16470847+5120088,251.78541666666666,51.33583333333333,,,M9,,,,,,17.1,16.36,15.91,,,,,,,,,,,,
2MASS J07075327-4900503,,J07075327-4900503,106.97208333333333,-49.013888888888886,18.48,1.54,M9,21.09,,18.74,,16.19,13.23,12.54,12.11,,11.83,11.56,11.34,2151,1.03,72.0,,,,,
SONYC-RhoOph-1,,,246.73458333333335,-24.710555555555555,125.0,?,M9,,,,,,17.46,16.44,15.73,,,,,2500,,18.0,,,2011.0,,
2MASS J18014267-0212566,,J18014267-0212566,270.42791666666665,-2.2158333333333333,73.91,23.74,M9,,,20.83,,19.01,15.78,15.14,14.63,,,,,,,,,,2012.0,UNCON,
MBO 141,,,52.28,31.389722222222222,300.0,20,M9,,,,22.99,,17.87,,,15.62,,,,2600,,,,,2012.0,UNCON,
2MASS J16592987+2055298,,J16592987+2055298,254.87458333333333,20.925,,,M9,,,,,,17.75,17.06,16.58,,,,,,,,,,,,
2MASS J20004841-7523070,,J20004841-7523070,300.20166666666665,-75.38527777777779,32.3,1,M9,21.16,,18.38,,16.12,12.73,11.97,11.51,,11.11,10.8,10.55,2375,1.88,25.0,,,,UNCON,
2MASS J07522427-3925410,,J07522427-3925410,118.10125,-39.42805555555555,43.03,7.19,M9,,,,,18.18,14.58,13.86,13.39,,,,,,,,,,2012.0,UNCON,
2MASS J11505548-5032451,,J11505548-5032451,177.73125,-50.545833333333334,57.64,12.62,M9,,,,,18.13,15.21,14.59,14.06,,,,,,,,,,2012.0,UNCON,
SONYC-NGC1333-31,,J03294415+3119478,52.43416666666667,31.33,300.0,20,M9,,,,,,17.39,16.59,,15.29,,,,2300,,10.0,,,2012.0,UNCON,P
2MASS J16154245+0546400,,J16154245+0546400,243.92708333333334,5.777777777777778,19.2,1.3,M9,,,,,,12.88,,11.74,,,,,,,,,,,UNCON,
FU Tau B,x,J04233573+2502596,65.8975,25.050833333333333,140.0,,M9,,22.25,22.16,20.19,18.8,15.04,13.91,,13.33,,,,2375,3.59,16.0,800.0,,,,
DENIS-P J033411.3-495333,,J03341218-4953322,53.55083333333334,-49.89222222222222,8.29,0.25,M9,,,,,,11.38,10.82,,10.39,,,,,,,,,,,
2MASS J17562963-4518224,,J17562963-4518224,269.12333333333333,-45.30611111111111,14.8,3,M9,,,17.98,,15.31,12.39,11.73,11.26,,,,,,,,,,2008.0,UNCON,
2MASS J04493288+1607226,,J04493288+1607226,72.38708333333334,16.123055555555556,,,M9,,,,,,14.27,,,,,,,2300,1.85,18.0,,,,,
SDSS J170718.32+643933.2,,J17071830+6439331,256.82625,64.65916666666668,16.0,1,M9,,19.35,18.8,16.55,14.8,12.54,11.79,11.38,,,,,,,,,,1995.0,UNCON,
TWA 26,,J11395113-3159214,174.96291666666667,-31.989444444444445,28.49,3.49,M9,,,18.1,,15.83,12.69,12,,11.5,,,,,,,,,,,
S Ori J053725.9-023432,,J0537259-023432,84.35791666666667,-2.5755555555555554,352.0,,M9,,,,,21.32,18.22,17,,,16.81,,,,,13.0,,,,UNCON,
USco J160847.44-223547.9,,,242.1975,-22.596666666666664,145.0,15,M9,,,,,,15.69,15.09,14.53,,,,,2400,,18.0,,,,,
2MASS J14573965+4517167,,J14573965+4517167,224.41541666666666,45.28805555555555,21.7,1.4,M9,,,,,16.7,13.15,12.41,11.92,,,,,,,,,,2003.0,,
2MASS J211115.59-054343.7,,J211115.59-054343.7,317.815,-5.728888888888889,,,M9,,,,,,16.46,15.67,15.17,,,,,,,,,,,,
2MASS J00425923+1142104,,J00425923+1142104,10.746666666666666,11.702777777777778,,,M9,,,,,,14.75,,,,,,,2300,,,,,,,
KPNO-Tau 6,,J04300724+2608207,67.53,26.139166666666664,132.0,10,M9,22.29,,20.56,,17.9,14.99,14.2,13.69,13.69,,,,2550,,22.0,,,,,
DH Tau B,x,J04294155+2632582,67.42375,26.549166666666668,,,M9,,,,,,15.71,14.96,,14.19,,,,2750,,12.0,330.0,,2005.0,,
2MASS J211153.35-064417.2,,J211153.35-064417.2,317.9725,-6.7380555555555555,,,M9,,,,,,17.38,16.6,16.06,,,,,,,,,,,,
