Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2MASS J02410564-5511466,,J02410564-5511466,40.27333333333333,-55.19638888888888,,,L1,,,,,,15.39,,,,,,,1700,1.57,14.0,,,,,,40.27353766254,-55.19629049968,0.0189296,0.0126887,159.87,4740459377164518912,40.27430962818,0.7249,-55.19634961112,0.7628,23.8615,0.7976,29.9151,100.026,99.138,0.863,-13.3,1.154,262,4.1062,399.47,4.216,5.773,95,1.2285,0.2072,24,1.185,false,114.197,0.81574,20.543234,25.7184,8.50132,21.812931,225.727,18.863935,2.202,2.948996,,,0,,,,,503536628,,0.008231,0.358905,0.028875,20.518353,0.008065,116.844,0.728,13.5781,18.3021,-0.2565,0.5493
2MASS J05184616-2756457,,J05184616-2756457,79.6925,-27.94611111111111,46.73,15.07,L1,,,,,,15.26,14.3,13.62,,13.05,12.66,12.58,,,,,,2007.0,,,79.6923547959,-27.94603156412,0.0097557,0.0081109,164.34,2955015805492793088,79.69252506047,0.3913,-27.94605298287,0.4988,18.2843,0.5866,31.1693,34.184,33.842,0.512,-4.819,0.596,438,6.0514,698.78,3.304,6.331,95,1.2455,0.1331,29,1.212,false,126.044,0.63361,20.43606,39.6317,9.66329,21.343435,219.745,18.8931,2.058,2.450335,,,0,,,74460796927264669,,20277570,,0.006114,0.264747,0.038674,20.419276,0.006039,128.008,0.658,8.2419,9.6453,-0.0961,0.543366
SDSS J105951.45-211309.6,,J10595138-2113082,164.96416666666667,-21.218888888888888,33.0,2,L1,,,,,,14.56,13.75,13.21,,12.94,12.63,12.29,,,,,,2000.0,,,164.96417856235,-21.21904836042,0.0164651,0.0126039,142.53,3549886711771965184,164.96468976206,0.6628,-21.21977996256,0.862,32.6906,1.0195,32.0661,196.451,107.222,0.881,-164.61,0.946,249,27.2361,1561.95,6.311,63.77,95,1.3321,0.199,15,2.461,false,299.899,1.09351,19.49493,35.0641,5.41694,21.476387,535.596,17.925802,1.903,3.550585,,,0,,,82531649645496911,1237671166166499743,90860614,,0.004823,0.167755,0.013295,19.469339,0.004748,307.051,0.342,14.1562,15.1512,-0.2527,0.575484
SDSS J004058.93+152845.0,,J00405893+1528452,10.245416666666667,15.479166666666666,117.7,22.7,L1,,23.35,,20.59,,16.96,15.58,15.6,,,,,,,,,,2010.0,,,10.24615996211,15.47892566901,0.0045258,0.0014448,81.58,2781325373831704576,10.24615996211,4.482,15.47892566901,1.5753,,,,,,,,,79,0.9564,85.52,0.0,0.0,3,,,6,,false,59.6228,1.37217,21.248837,44.6373,16.4985,21.214296,112.679,19.61829,2.639,1.596006,,,0,,,,,,,0.025139,0.40131,0.177289,21.248837,0.025139,59.6228,1.357,4.482,1.5753,0.3773,2.720836
Kappa Andromedae B,x,J23402449+4420021,355.1020833333333,44.33388888888889,51.63,0.51,L1,,,,,,16.3,15.2,14.6,,,,,2040,,50.0,55.0,,2012.0,,P,355.10211557958,44.33393296379,0.0025916,0.0019745,102.5,1926476042681491712,355.1026126546,0.1326,44.33384847092,0.1074,19.4064,0.2104,92.2386,82.226,79.998,0.156,-19.011,0.128,400,22.6999,98504.81,1.381,3225.0,95,1.7309,0.0256,18,1.908,false,4.12808E8,565696.0,4.147998,3.15836E8,473250.0,4.089888,1.70569E8,4.168147,1.178,-0.078259,,,0,,,,,,672531935,0.003131,0.00323,0.004537,4.147998,0.003131,4.12808E8,0.026,2.566,2.0077,-0.1155,0.179083
2MASS J02441019-3548036,,J02441019-3548036,41.0425,-35.801111111111105,,,L1,,,,,,15.34,,,,,,,1700,,,,,,,,41.04252614132,-35.8010464871,0.0081191,0.0053754,167.51,5049878716772823552,41.04289886457,0.2908,-35.80111024488,0.3781,26.7489,0.4831,55.3736,69.513,68.017,0.349,-14.345,0.505,489,1.2451,586.25,1.437,1.57,95,0.9751,0.1024,28,1.04,false,151.241,1.4092,20.238195,38.8295,4.8276,21.365639,276.399,18.644056,2.084,2.721582,,,0,,,,,10678563,,0.010485,0.135017,0.034003,20.216793,0.010295,154.252,0.645,5.534,8.0118,-0.1763,0.244847
2MASSW J1108307+683017,,J11083081+6830169,167.12833333333333,68.50472222222223,16.9,1.1,L1,,,,,17.2,13.12,12.24,11.58,,11.12,10.76,10.15,2100,,,,,2000.0,,,167.12822375238,68.50464449011,0.0024968,0.0017707,39.0,1060313492785021312,167.12534674446,0.1019,68.50376157186,0.1102,61.8067,0.1321,467.8528,309.401,-237.197,0.129,-198.662,0.139,370,1.6161,693.14,0.791,6.844,95,1.0556,0.03,26,1.06,false,1040.15,1.6784,18.144623,43.4691,6.60158,21.243092,1907.65,16.546648,1.876,4.696444,,,0,,,,,,793115687,0.003265,0.164913,0.006255,18.119032,0.003243,1064.96,0.158,2.0887,2.2375,0.3243,0.314965
SDSS J162124.66+274702.7,,J16212464+2747030,245.3525,27.784166666666668,77.5,36.4,L1,,23.1,,20.43,,16.44,15.73,15.54,,,,,,,,,,2010.0,,,245.35271138701,27.78412424876,0.0013711,0.0012812,10.17,1305336562365903616,245.35271138701,1.2841,27.78412424876,1.3684,,,,,,,,,116,2.8131,157.57,4.307,2.046,3,,,12,,false,79.1349,1.01104,20.941446,33.2319,8.69397,21.534653,133.311,19.435728,2.105,2.098925,,,0,,,141342453527411532,1237661463843571271,,,0.014143,0.284058,0.099761,20.941446,0.014143,79.1349,0.756,1.2841,1.3684,0.0236,0.690359
2MASS J13015465-1510223,,J13015465-1510223,195.47791666666666,-15.172777777777776,32.0,2,L1,,,,,,14.54,13.67,13.1,,12.79,12.52,11.96,,,,,,2002.0,,,195.4777795379,-15.1728886901,0.0075385,0.0049761,114.52,3524663541367962624,195.47727851492,0.3497,-15.1732675343,0.2597,32.484,0.4118,78.8868,138.215,-108.8,0.448,-85.24,0.347,255,1.0393,339.93,1.488,3.588,95,1.0427,0.0783,15,1.046,false,342.329,1.11149,19.351257,39.1251,6.1838,21.357405,603.002,17.797098,1.876,3.560307,,,0,,,89791954774672652,,105506705,,0.004474,0.171626,0.015648,19.325666,0.00441,350.494,0.314,7.1628,5.5032,-0.3072,0.621641
DENIS-P J162154.6-204309 b,x,J16215466-2043091,245.47791666666666,-20.719166666666666,145.0,,L1,,,,,,,,,,,,,,,14.0,319.0,,2010.0,,,245.477782048,-20.71920571986,5.004E-4,2.74E-4,125.63,6244440552088537600,245.47768919023,0.02,-20.71934413672,0.0121,9.1923,0.0214,429.217,36.767,-19.542,0.027,-31.144,0.023,355,7.9665,1070.2,0.111,18.97,31,,,15,1.315,false,341078.0,429.323,11.855234,125673.0,522.381,12.590442,311850.0,11.01303,1.283,1.577412,-4.59,0.88,11,4000.0,3.0,83132454776927168,,171212873,,0.003076,0.005306,0.004843,11.855234,0.003076,341078.0,0.003,0.4369,0.3668,-0.518,0.474587
SDSS J130148.19+584104.1,,,195.45083333333332,58.68444444444444,66.0,?,L1,,,,20.26,,16.1,15.45,14.86,,,,,,,,,,2010.0,,,195.4508895213,58.68454621793,0.0257055,0.0166826,71.69,1578634647193352832,195.45065653671,1.0912,58.68457591902,0.7903,13.6872,1.0499,13.0363,28.054,-27.246,1.602,6.683,1.138,216,1.4515,254.02,2.668,1.813,95,1.4116,0.2,18,1.07,false,90.2871,0.817766,20.798302,27.6288,6.41208,21.735136,170.826,19.166512,2.198,2.568625,,,0,,,178421954504862052,1237658310795985521,,,0.010213,0.251992,0.056123,20.779459,0.01005,91.8677,0.781,24.9607,17.7778,0.257,0.38117
SDSS J162208.04+454813.0,,J16220803+4548132,245.53333333333333,45.80361111111111,57.0,?,L1,,22.5,,20.28,,15.86,15.08,14.44,,,,,,,,,,2008.0,,,245.53350661786,45.8036578853,0.0179147,0.0176115,121.92,1385889155036651136,245.53377870473,0.7334,45.80367013385,0.757,12.3523,0.8776,14.0758,42.766,42.677,1.114,2.756,1.104,227,2.9688,337.87,3.979,13.64,95,1.0373,0.2354,20,1.143,false,98.2362,0.910593,20.706688,35.6294,9.93217,21.45902,169.632,19.174126,2.089,2.284895,,,0,,,162962455336695071,1237651250441618575,,,0.010435,0.302676,0.065905,20.692844,0.010312,99.4969,0.714,17.8305,17.6968,-0.0153,0.466342
2MASS J13004255+1912354,,J13004255+1912354,195.1775,19.209722222222222,13.9,0.9,L1,,,,,,12.72,12.08,11.62,,,,,2200,0.58,,,,2000.0,,,195.17711754417,19.20961073708,0.0034807,0.0023524,144.23,3941342198772052352,195.17330119802,0.1146,19.20406219798,0.0835,72.1402,0.1562,461.7257,1488.652,-810.868,0.175,-1248.43,0.197,362,3.513,886.92,0.842,15.54,95,1.0963,0.0261,17,1.134,false,1899.05,2.90055,17.491026,60.9973,7.17536,20.875265,3519.4,15.881724,1.885,4.993541,,,0,,,131041951745137463,1237668271358607651,,547174830,0.003216,0.12775,0.005488,17.465435,0.003196,1944.34,0.126,2.7898,3.141,-0.3562,1.360715
SDSS J003843.99+134339.5,,J00384398+1343395,9.683333333333334,13.727777777777778,61.0,4,L1,,23.34,,20.33,,15.91,15.2,14.76,,,,,,,,,,2002.0,,,9.68331926941,13.72760997159,0.0228625,0.0143314,62.29,2779363119238642560,9.68352052454,0.8362,13.72739735083,0.5589,11.49,1.1114,10.3381,64.99,43.989,1.327,-47.84,1.035,385,0.969,484.32,2.508,1.896,95,1.0395,0.1917,17,1.035,false,95.7935,0.617174,20.734026,41.7894,9.46921,21.285877,159.886,19.238373,2.105,2.047504,,,0,,,124470096834273472,1237649918426612414,,,0.007518,0.246037,0.058385,20.724389,0.007461,96.6475,0.764,21.3094,16.5527,0.3703,0.606101
2MASS J17320014+2656228,,J17320014+2656228,263.0004166666667,26.939722222222223,,,L1,,,,,,15.93,15.02,,14.46,,,,,,,,,2010.0,,,263.00060510416,26.93965607657,0.01941,0.0155475,26.75,4594917675831940864,263.00105746717,0.7505,26.93915979289,0.936,16.835,1.0918,15.4191,143.882,90.737,1.039,-111.664,1.185,261,3.455,427.72,4.434,7.973,95,1.2002,0.2327,23,1.155,false,93.8724,0.762319,20.756021,40.3058,7.72931,21.325125,174.199,19.145283,2.285,2.179842,,,0,,,140322630009127808,1237666228568197176,,,0.009238,0.208227,0.054166,20.74405,0.009145,94.9131,0.925,16.4038,18.6919,0.177,0.649953
SDSS J120020.66+340615.4,,,180.08625,34.10416666666667,55.3,10.6,L1,,,,20.6,,,,,,,,,,,,,,2010.0,,,180.0852895975,34.10406979376,0.0123273,0.0025421,148.5,4028043123027348352,180.0852895975,6.7959,34.10406979376,10.5943,,,,,,,,,34,2.9077,56.22,2.599,1.022,3,,,5,,false,76.5706,2.00425,20.977211,,,,95.8459,19.79396,,,,,0,,,,,,,0.028553,,0.026365,20.977211,0.028553,76.5706,,6.7959,10.5943,-0.9003,2.884
SDSS J120252.65-022748.6,,J12025263-0227483,180.71958333333333,-2.463611111111111,63.2,12.1,L1,,22.52,,20.18,,15.74,15.04,14.37,,,,,,,,,,2008.0,,,180.71935780814,-2.46343952003,0.0269618,0.0148393,92.98,3601506205716698496,180.71944293144,1.437,-2.4632992701,0.9817,17.6384,1.5489,11.3876,36.905,19.135,1.718,31.556,0.959,227,2.629,300.14,4.11,3.087,95,1.4575,0.2238,12,1.126,false,101.837,0.960124,20.667606,30.3992,7.3698,21.631386,182.666,19.09375,2.092,2.537636,,,0,,,105041807194304413,1237650761854026024,106675765,,0.010601,0.263234,0.06478,20.649297,0.010436,103.569,0.68,26.9364,14.8853,-0.0656,1.019577
2MASS J19395435-5216468,,J19395435-5216468,294.9766666666667,-52.27972222222222,,,L1,,,,,,14.66,,,,,,,,,,,,,,,294.97661011461,-52.27965392902,0.0077241,0.0064596,76.65,6645696561747896064,294.97705549351,0.4756,-52.28028612899,0.4392,22.1688,0.6055,36.612,154.895,61.309,0.48,-142.245,0.412,210,8.3762,444.69,2.906,14.97,95,1.378,0.1251,16,1.44,false,312.2,1.98103,19.451284,106.409,7.51677,20.271101,737.191,17.578945,2.702,2.692156,,,0,,,,,481149834,,0.00742,0.076748,0.013319,19.430363,0.007298,318.274,1.267,7.6619,6.5332,0.0805,0.275607
2MASS J19395435-5216468,,J19395435-5216468,294.9766666666667,-52.27972222222222,,,L1,,,,,,14.66,,,,,,,,,,,,,,,294.97727919096,-52.28041999249,0.0216511,0.0064915,43.17,6645696566043006208,294.97726674391,0.9485,-52.28044725138,1.1343,0.0313,0.8603,0.0364,6.368,-1.713,1.015,-6.133,1.083,161,-1.5795,134.1,0.0,0.0,95,1.6514,0.157,10,0.91,false,192.846,1.18219,19.974339,,,,,,,,,,0,,,,,481149834,,0.007204,,,19.974339,0.007204,192.846,,15.551,16.4035,0.8345,2.851319
2MASS J11480096-2836488,,J11480096-2836488,177.00416666666666,-28.613611111111112,47.8,5.6,L1,,,,,,16.11,,,,,,,1800,1.55,9.0,,,,,,177.00358561614,-28.6136283112,0.0056295,0.0014785,151.53,3481051683236357888,177.00358561614,2.9816,-28.6136283112,4.9988,,,,,,,,,70,1.2068,78.99,3.479,1.05,3,,,6,,false,65.3291,1.12372,21.1496,40.6825,12.4184,21.315025,111.393,19.630754,2.328,1.684271,,,0,,,,,87615531,,0.018878,0.331434,0.178199,21.1496,0.018878,65.3291,1.035,2.9816,4.9988,-0.8295,1.837355
SDSS J001911.65+003017.8,,J00191165+0030176,4.79875,0.505,38.0,3,L1,,21.95,,19.42,18.4,14.92,14.18,13.57,,,,,,,,,,1991.0,,,4.79855344737,0.50491182606,0.0102862,0.0071242,54.08,2545563520758981760,4.79839597691,0.399,0.50470548999,0.3102,25.4805,0.4864,52.381,58.4,-35.429,0.583,-46.426,0.525,462,3.5621,682.43,1.648,4.361,95,0.9564,0.0712,17,1.119,false,224.873,0.734717,19.807526,32.0867,5.20846,21.572731,414.411,18.204317,1.986,3.368414,,,0,,,108600047983906210,1237663277929857131,16640951,,0.004492,0.176264,0.020174,19.781935,0.004427,230.236,0.451,9.3198,8.3488,0.3361,0.775502
SDSS J120610.49+624257.2,,,181.54375,62.715833333333336,44.0,8.4,L1,,,,20.0,,15.65,14.75,13.95,,,,,,,,,,2010.0,,,181.54379014517,62.71595514477,0.0134584,0.0111384,1.21,1582931091957961600,181.54319535916,0.5318,62.71578664716,0.6031,21.7496,0.7312,29.7445,72.116,-61.347,0.688,-37.912,0.848,311,3.477,421.82,2.96,3.387,95,1.2886,0.1713,25,1.143,false,111.488,0.717219,20.569296,36.7259,8.17895,21.426111,247.099,18.765718,2.546,2.660393,,,0,,,183251815434659733,1237655370361143976,,,0.007509,0.241812,0.054401,20.548901,0.007388,113.602,1.115,11.1396,13.4575,0.0081,0.443497
SDSS J120916.20+542949.5,,,182.3175,54.49722222222222,53.3,10.2,L1,,,,19.79,,15.52,14.66,14.22,,,,,,,,,,2010.0,,,182.31744845341,54.49715241295,0.0107323,0.0090611,37.07,1573122103912249088,182.31751911376,0.4415,54.49727248994,0.4449,19.6199,0.6376,30.7705,28.551,9.233,0.598,27.017,0.628,436,5.5802,676.76,3.622,7.408,95,1.2507,0.1285,28,1.195,false,140.904,0.651682,20.31506,31.0265,3.9169,21.609211,245.714,18.771822,1.964,2.837389,,,0,,,173391823175087450,1237657589785821913,,,0.005728,0.137096,0.031848,20.291828,0.005635,143.951,0.507,9.7017,10.1569,0.1615,0.273445
SDSS J123045.43+282758.0,,J12304562+2827583,187.69,28.46611111111111,56.7,26.6,L1,,,,20.33,,16.07,15.01,14.43,,,,,,,,,,2009.0,,,187.690123852,28.46616004576,0.0455373,0.0312901,140.34,4010768695843696896,187.68768722754,1.6883,28.46590507322,1.3743,22.8739,2.1596,10.5919,485.361,-481.958,2.422,-57.374,2.552,140,1.189,195.21,4.439,1.916,95,1.2044,0.3213,10,1.071,false,87.0959,1.40063,20.837372,55.4389,10.8989,20.979006,148.162,19.321054,2.338,1.657951,,,0,,,142151876886779816,1237667324331754356,,,0.017676,0.213466,0.058758,20.834082,0.017624,87.3602,1.048,37.7483,40.3458,-0.3531,0.42973
2MASS J12123389+0206280,,J12123389+0206280,183.14125,2.1077777777777778,67.0,9,L1,,,,,,16.13,,14.19,,,,,,,,,,2006.0,,,183.14119213448,2.10778755396,0.0291162,0.0183502,139.71,3699683699198329600,183.14138628717,1.2821,2.10727302234,0.9319,17.3034,1.6678,10.3751,123.727,43.655,1.484,-115.77,1.606,158,3.3553,228.45,3.703,3.01,95,0.9748,0.2452,11,1.196,false,97.4705,0.966837,20.715183,34.7958,12.7723,21.484724,160.762,19.232437,2.006,2.252287,,,0,,,110521831413749377,1237651753474851130,,,0.011117,0.398546,0.041097,20.701921,0.01099,98.6684,0.636,23.4616,25.1801,-0.4267,0.211129
SDSS J035308.54+103056.0,,,58.28541666666667,10.515555555555556,32.9,6.3,L1,,,,19.91,,15.45,14.65,14.18,,,,,,,,,,2010.0,,,58.28525802839,10.51566613493,0.0216861,0.011845,98.58,3303130326536280832,58.28584000641,0.838,10.5155789953,0.6279,21.5594,0.9479,22.744,130.23,128.746,1.362,-19.607,0.783,246,3.0906,346.65,2.771,2.891,95,0.7825,0.162,15,1.143,false,139.303,0.878341,20.327463,47.6735,8.2176,21.142849,236.936,18.811317,2.043,2.331532,,,0,,,120610582856199164,1237673326539506030,,,0.00738,0.187172,0.025435,20.312786,0.007294,141.199,0.661,21.5159,12.1514,-0.1863,0.688303
2MASS J000402.88-6410358,,J00040288-6410358,1.0120833333333332,-64.17666666666668,58.0,?,L1,,,,,,15.79,14.83,14.01,,13.37,12.94,12.18,,,,,,2010.0,,,1.01275663377,-64.17685238856,0.001341,0.0010149,166.47,4901128090753842304,1.01275663377,1.0354,-64.17685238856,1.3252,,,,,,,,,118,1.6447,138.81,2.659,1.035,3,,,11,,false,77.0929,0.871208,20.969831,23.695,10.6377,21.9019,137.716,19.400436,2.094,2.501463,,,0,,,,,499042754,,0.012575,0.487439,0.087358,20.969831,0.012575,77.0929,0.687,1.0354,1.3252,-0.1273,1.249724
DENIS-P J1216121?125731,,J12161209-1257309,184.05041666666668,-12.95861111111111,63.6,16.4,L1,,,,,18.3,15.26,14.57,14.02,15.12,,,,,,,,,,,,184.05031528526,-12.95853609769,0.0099706,0.0065728,106.52,3577003696464181632,184.04983743639,0.4169,-12.95791545734,0.3712,13.4481,0.5923,22.7044,174.582,-104.778,0.608,139.644,0.423,237,0.2195,281.47,0.701,0.5765,95,1.0595,0.103,14,1.009,false,273.799,1.05662,19.593788,40.404,3.82794,21.322481,485.884,18.031565,1.922,3.290916,,,0,,,92451840500660588,,105976434,,0.005015,0.102902,0.021404,19.568197,0.004933,280.329,0.399,9.74,6.9099,-0.2277,0.446579
SDSS J121645.58+492744.9,,,184.19,49.462500000000006,34.0,6.5,L1,,,,20.19,,15.59,14.77,14.11,,,,,,,,,,2010.0,,,184.18946843099,49.46241090598,0.0032988,0.001711,21.95,1547294197819487744,184.18946843099,2.0097,49.46241090598,3.1258,,,,,,,,,349,35.2776,2344.57,22.712,157.1,3,,,20,,false,80.4827,1.27747,20.923111,31.419,6.75494,21.595562,207.756,18.954012,2.972,2.64155,,,0,,,,,,,0.017452,0.233445,0.0412,20.923111,0.017452,80.4827,1.544,2.0097,3.1258,0.439,1.284458
2MASSW J1658037+702701,,J16580380+7027015,254.51583333333335,70.45055555555555,18.6,0.2,L1,,,,,,13.29,12.47,11.92,,,11.39,,2200,,,,,1999.0,,,254.51584509541,70.45047089818,0.0027024,0.0024983,134.46,1649407285800074240,254.51398745853,0.1282,70.44907155837,0.1295,54.1347,0.1291,419.2452,344.52,-139.861,0.163,-314.854,0.161,316,2.2548,628.5,1.026,11.08,95,1.058,0.0376,28,1.091,false,1069.38,1.79827,18.114532,44.321,5.79896,21.22202,1936.68,16.530249,1.852,4.691771,,,0,,,192542545143380037,,,803111105,0.003305,0.142085,0.006019,18.088941,0.003282,1094.89,0.136,2.6043,2.6004,-0.0784,0.305096
DENIS-P J2330226?034717,,J23302258-0347189,352.5941666666667,-3.788611111111111,31.0,4,L1,,,,,17.74,14.48,13.75,13.12,13.13,,,,,,,,,2007.0,,,352.59418769521,-3.78858863646,0.0065824,0.0046517,60.11,2634220682359928704,352.59516393851,0.2859,-3.78854219077,0.2647,29.4271,0.3164,93.0095,219.424,219.175,0.388,10.45,0.328,216,0.6552,282.4,1.183,2.821,95,1.0215,0.0703,16,1.031,false,370.918,2.02677,19.264174,40.8586,7.14742,21.310333,633.717,17.743158,1.819,3.567175,,,0,,,103453525948714227,1237679079659602148,8401888,,0.006541,0.189949,0.016046,19.238583,0.006416,379.764,0.256,6.1596,5.1987,0.2927,0.110689
2MASS J18462188-5706040,,J18462188-5706040,281.59125,-57.10111111111111,,,L1,,,,,,15.06,,,,,,,,,,,,,,,281.59112658705,-57.10114092422,0.0081612,0.0063582,121.41,6637433770520908800,281.59138399836,0.427,-57.10166564841,0.4053,17.3346,0.6615,26.2058,122.182,31.458,0.479,-118.063,0.427,272,2.6192,385.43,2.574,4.684,95,0.8497,0.1329,17,1.114,false,198.483,0.926482,19.943058,55.4554,12.4477,20.978683,354.405,18.374146,2.065,2.604538,,,0,,,,,478607785,,0.005769,0.243724,0.030533,19.923602,0.00569,202.072,0.643,7.7132,6.8947,-0.219,0.264109
2MASS J04291842-3123568 B,x,J04291842-3123568,67.32666666666667,-31.399166666666666,9.7,0.9,L1,,,,,,12.38,11.65,11.12,,,,,,,83.0,5.8,48.0,2003.0,UNCON,,67.32694689028,-31.39909529614,0.0030038,0.0018991,141.75,4872659466967320576,67.32728961184,0.106,-31.39865271628,0.1205,58.7935,0.142,414.1407,119.367,65.82,0.149,99.581,0.164,455,87.8984,35895.79,1.546,648.1,31,,,29,5.074,false,18352.7,19.4149,15.028115,1296.93,12.6869,17.556253,34508.9,13.403069,1.951,4.153185,,,0,,,70320673272601825,,19221904,,0.002985,0.010981,0.003959,15.028115,0.002985,18352.7,0.31,2.3838,2.6357,-0.4191,0.89859
2MASS J16414724-2342216,,J16414724-2342216,250.44666666666666,-23.70611111111111,34.29,14.88,L1,,,20.24,,18.27,14.79,14.1,13.63,,,,,,,,,,2012.0,,,250.44680993866,-23.70607196088,0.0054639,0.0035665,91.1,6047887245004553216,250.44659248294,0.2712,-23.70620737889,0.1555,13.0114,0.3298,39.4527,54.179,-44.799,0.343,-30.469,0.223,306,-0.0919,350.14,0.672,1.398,95,1.168,0.0588,16,0.995,false,438.507,1.17965,19.082426,23.534,3.66781,21.909302,741.218,17.57303,1.744,4.336271,,,0,,,79552504466922913,,171903821,,0.004015,0.169237,0.011371,19.056835,0.003966,448.965,0.077,5.4633,3.5674,-0.0169,0.49284
SDSS J164230.27+202048.1,,,250.62625,20.346666666666664,104.4,20,L1,,,,20.47,,16.22,15.31,14.67,,,,,,,,,,2010.0,,,250.62603345853,20.3467336834,0.0049618,0.0012523,26.44,4563904752075195520,250.62603345853,2.4774,20.3467336834,4.4778,,,,,,,,,145,4.689,233.1,7.11,4.083,3,,,8,,false,69.4796,1.01268,21.082724,14.7824,6.91916,22.41418,134.251,19.4281,2.145,2.98608,,,0,,,132412506260906576,1237662226240702099,,,0.016063,0.508205,0.103199,21.082724,0.016063,69.4796,0.666,2.4774,4.4778,0.8284,0.769699
SDSS J115339.67+503209.4,,J11533966+5032092,178.41541666666666,50.53583333333333,27.0,4,L1,,,,18.46,,14.19,13.31,12.85,,,,,,,,,,2006.0,,,178.41528619639,50.53594491942,0.0033091,0.0020413,20.77,791085971801717632,178.41580351367,0.1131,50.53605279898,0.1655,25.8844,0.232,111.5782,77.861,73.981,0.141,24.273,0.197,951,6.0067,1754.19,1.546,14.62,95,1.0281,0.0359,30,1.141,false,522.49,0.819185,18.892172,41.312,3.71526,21.298351,973.388,17.27718,1.942,4.021172,,,0,,,168641784156873930,1237658205583442143,,703225911,0.003239,0.097682,0.009401,18.866581,0.003218,534.951,0.319,2.2406,3.1775,0.316,0.500493
SDSS J164439.66+260013.3,,,251.16541666666666,26.003611111111113,35.6,6.8,L1,,,,19.92,,15.47,14.71,14.21,,,,,,,,,,2010.0,,,251.16518448877,26.00355924991,0.0096467,0.0064439,9.53,1301178591640305408,251.16540745685,0.2759,26.00426376677,0.4302,20.5696,0.5386,38.1877,164.804,45.089,0.407,158.516,0.591,491,3.1336,656.45,1.689,2.597,95,1.2019,0.0932,26,1.102,false,151.877,0.758119,20.233635,25.5382,3.3993,21.820566,277.376,18.640224,1.994,3.180342,,,0,,,139202511653255477,1237662474234954963,,,0.00608,0.144546,0.02914,20.208044,0.005968,155.5,0.487,6.5526,9.5732,0.1341,0.774078
