Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?
WISE J074838.58+174333.0,,J07483864+1743329,117.16083333333333,17.72583333333333,31.3,3.8,L5,,,,,,16.16,15.26,,14.5,13.74,13.32,>12.55,,,,,,2009.0,,
2MASS J06395596-7418446,,J06395596-7418446,99.98333333333333,-74.3125,26.0,2,L5,,,,,,15.8,14.72,14.04,,,,,,,,,,2003.0,,
SDSS J093821.34+342035.6 B,x,,144.58875,34.343333333333334,160.0,20,L5,,,,,,,,,,,,,,,59.0,154.0,,2011.0,UNCON,
ULAS J122325.69+044827.6,,,185.85708333333332,4.807777777777778,,,L5,,22.88,,21.47,,16.37,15.45,,14.65,13.99,13.65,>11.97,,,,,,2015.0,,
2MASS J16135698+4019158,,J16135698+4019158,243.4875,40.321111111111115,,,L5,,,,,,17.46,16.3,15.54,,,,,,,,,,,,
DENIS-P J0624458-452156,,J06244595-4521548,96.19166666666666,-45.36527777777778,11.92,0.64,L5,,,,,18.32,14.48,13.34,12.6,12.71,11.83,11.48,10.87,,,,,,2004.0,,
ULAS J095606.72+082115.7,,,149.02791666666667,8.354444444444445,,,L5,,23.84,,23.16,,17.98,17.1,,16.46,15.66,15.35,>12.32,,,,,,2015.0,,
2MASS J06164006-6407194,,J06164006-6407194,94.16708333333334,-64.12194444444444,50.25,16.41,L5,,,,,,16.4,16.28 >,16.38,,15.65,15.18,,,,,,,2009.0,,
2MASSW J1326201-272937,,J13262009-2729370,201.58375,-27.49361111111111,24.0,2,L5,,,,,,15.85,14.74,13.85,,12.86,12.33,11.28,,,,,,2002.0,,
SDSSp J053951.99-005902.0,,J05395200-0059019,84.96666666666667,-0.9838888888888888,13.14,0.37,L5,,,,,18,14.03,13.1,12.53,,11.87,11.58,11.41,1800,0.8,,,,2000.0,,
SDSS J154849.02+172235.4,,J15484912+1722359,237.20458333333335,17.37666666666667,19.7,3.8,L5,,,,21.34,,16.1,15.14,14.46,,,,,,,,,,2000.0,,
SDSS J134316.54+394509.2,,J13431670+3945087,205.81958333333333,39.7525,27.0,2,L5,,,,21.3,19.8,16.16,14.86,14.15,,13.23,12.84,12.28,,,,,,2000.0,,
S Ori 68,,,84.66291666666666,-2.468055555555556,360.0,65,L5,,,,,23.77,20.2,,,,,,,,,5.0,,,2000.0,,P
S Ori 67,,,84.5525,-2.3605555555555555,360.0,65,L5,,,,23.83,23.4,19.9,,,,,,,,,,,,2000.0,,
2MASS J16114212-3811109,,J16114212-3811109,242.92541666666668,-38.186388888888885,24.85,15,L5,,,21.12,,19.23,15.39,14.71,14.16,,,,,,,,,,2012.0,,
SDSS J161626.46+221859.2,,J16162649+2218591,244.11041666666668,22.31638888888889,56.0,3,L5,,,,,,17.26,16.23,15.82,,,,,,,,,,2002.0,,
2MASS J17065487-1314396,,J17065487-1314396,256.72875,-13.244444444444444,,,L5,,,,,,14.52,,,,,,,1900,,,,,,,
2MASS J17081563+2557474,,J17081563+2557474,257.065,25.963055555555556,,,L5,,,,,,16.92,15.68,14.84,,,,,,,,,,,,
ULAS J140152.43+090733.1,,,210.46833333333333,9.125833333333334,,,L5,,24.28,,22.72,,17.32,16.4,,15.63,15.04,14.85,>12.96,,,,,,2015.0,,
SDSS J132855.13+211446.0,,J13285503+2114486,202.22916666666666,21.246944444444445,32.26,3.95,L5,,,22.48,,20.07,16.19,15,14.27,14.13,,13.38,,,,,,,1999.0,,
WISE J044633.45-242956.8,,,71.63958333333333,-24.499166666666667,35.0,2,L5,,,,,,16.43,15.53,15.14,,14.27,13.77,12.42,,,,,,2013.0,,
2MASS J15074769-1627386,,J15074769-1627386,226.94875,-16.460833333333333,7.33,0.03,L5,22.9,,19.04,,16.65,12.83,11.9,11.31,11.4,,10.37,,1703,0.86,68.0,,,2000.0,,
ULAS J080441.05+182611.6,,,121.17125,18.436666666666667,,,L5,,24.8,,23.11,,17.57,16.54,,15.83,15.07,14.51,>11.78,,,,,,2015.0,,
ULAS J143615.75+072056.8,,,219.06583333333333,7.349166666666666,,,L5,,24.18,,22.55,,17.11,16.18,,15.53,14.75,14.36,>13.02,,,,,,2015.0,,
WISE J095645.75-191022.3,x,,149.19083333333333,-19.172777777777778,25.8,3.1,L5,,,,,,15.13,14.43,,13.9,13.31,12.91,11.87,,,,,,2015.0,,
ULAS J151649.84+083607.1,,,229.2075,8.601944444444444,,,L5,,24.17,,22.69,,17.35,16.71,,16.26,15.68,15.51,>13.11,,,,,,2015.0,,
ULAS J093930.74+065309.8,,,144.87791666666666,6.886111111111111,,,L5,,24.06,,21.7,,16.79,15.86,,15.16,14.57,14.29,12.75,,,,,,2015.0,,
SDSS J103448.92+005201.4 B,x,,158.70375,0.8669444444444445,200.0,30,L5,,,,,,,,,,,,,,,55.0,150.0,,2011.0,UNCON,
DENIS-P J141217.1-043358,,J14121709-0433582,213.07125,-4.566111111111111,25.7,,L5,,,,,18.78,15.06,14.38,13.9,,,,,,,,,,,UNCON,
ULAS J151821.34+085517.5,,,229.58875,8.921666666666667,,,L5,,24.15,,22.55,,17.42,16.53,,15.78,14.81,14.54,>12.88,,,,,,2015.0,,
ULAS J144220.94+084945.9,,,220.58708333333334,8.829444444444444,,,L5,,24.25,,22.44,,17.3,16.43,,15.71,15.24,14.99,>13.10,,,,,,2015.0,,
2MASS J09054654+5623117,,J09054654+5623117,136.44375,56.38666666666666,23.0,4,L5,,,,,,15.4,14.28,13.73,,13.0,12.64,12.17,,,,,,2008.0,,
2MASS J08354256-0819237,,J08354256-0819237,128.9275,-8.323333333333332,8.53,0.81,L5,21.0,,,,,13.17,11.94,11.14,,10.39,10.04,9.47,2200,0.33,,,,2002.0,,
2MASS J10402016-6716461,,J10402016-6716461,160.08416666666668,-67.27944444444444,23.65,14.62,L5,,,,,19.28,15.41,14.69,14,,,,,,,,,,2012.0,,
SDSS J090837.91+503207.5,,J09083803+5032088,137.15833333333333,50.53583333333333,8.2,1.6,L5,,,,20.03,,14.55,13.48,12.95,,12.1,11.64,10.71,,,,,,2003.0,,
2MASS J08564793+2235182 A,x,J08564793+2235182,134.19958333333332,22.58833333333333,30.86,0.95,L5,,,,,19.2,15.68,14.58,13.95,,,,,,,74.0,,,2003.0,,
2MASS J09175418+6028065,,J09175418+6028065,139.47583333333333,60.468611111111116,53.0,?,L5,,,,,,17.16,15.96,15.42,,,,,,,,,,2011.0,,
DENIS-P J142527.97-365023.4,,J14252798-3650229,216.36666666666667,-36.83972222222222,9.0,1,L5,,,,,17.7,13.75,12.58,11.81,11.7,,,,2000,,,,,2003.0,,
SDSS J082029.92+450030.6,,J08202996+4500315,125.125,45.00888888888889,28.0,3,L5,,,,,20,16.28,15,14.22,,13.51,13.17,12.22,,,,,,2000.0,,
2MASSI J0443058-320209,,J04430581-3202090,70.77416666666667,-32.03583333333333,24.0,2,L5,,,,,,15.27,14.35,13.88,,,,,,,,,,2003.0,,
SDSS J131142.11+362923.9,,J13114227+3629235,197.92625,36.49,26.4,,L5,,23.09,,20.5,,15.55,14.75,14.14,,13.5,13.07,12.52,,,,,,2011.0,,
SDSS J143832.63+572216.9,,J14383259+5722168,219.63583333333332,57.37138888888889,35.5,6.8,L5,,,,20.83,,15.96,15.1,14.37,,,,,,,,,,2009.0,,
ULAS J135058.86+081506.8,,,207.74541666666667,8.251944444444444,,,L5,,,,,,,,,,,,,,,,,,,,
ULAS J101618.77+000028.0,,,154.07833333333335,0.0077777777777777776,,,L5,,,,,,17.44,16.55,,15.76,15.14,14.45,>12.05,,,,,,2015.0,,
WISEA J071552.38-114532.9,,,108.96833333333333,-11.759166666666667,,,L5,,,,,,,,,,,,,,,,,,2014.0,,
SDSS J104922.45+012559.2,,J10492244+0125593,162.34333333333333,1.4330555555555555,26.4,5.2,L5,,,,21.0,,15.88,14.95,14.11,,,,,,,,,,2009.0,,
SDSS J070821.36+295033.3,,J07082133+2950350,107.08875,29.843055555555555,36.0,3,L5,,,,,20.2,16.72,15.56,14.77,,,,,,,,,,2000.0,,
ULAS J092646.81-015150.0,,,141.695,-1.863888888888889,,,L5,,,,,,17.72,16.79,,16.14,15.33,15.12,>12.76,,,,,,2015.0,,
2MASS J16005759+3021571,,J16005759+3021571,240.24,30.365833333333335,,,L5,,,,,,17.33,16.3,15.66,,,,,,,,,,,,
2MASS J16180406-4019163,,J16180406-4019163,244.51708333333335,-40.321111111111115,30.0,18.75,L5,,,21.65,,19.74,15.89,15.22,14.63,,,,,,,,,,2012.0,,
SDSS J164916.89+464340.0,,A J16491687+464339,252.32041666666666,46.7275,76.0,?,L5,,,,,,18.27,16.31,16.18,,,,,,,,,,2006.0,,
SDSS J213352.72+101841.0,,J21335274+1018410,323.46958333333333,10.311388888888889,55.0,1,L5,,,,,,16.88,15.83,15.24,,,,,,,,,,2003.0,,
2MASS J21373742+0808463,,J21373742+0808463,324.4058333333333,8.14611111111111,22.0,4,L5,,,,,,14.77,13.61,13.02,,,,,,,,,,1999.0,,
ULAS J033005.72+055653.4,,,52.52375,5.948055555555555,,,L5,,,,,,17.95,16.84,,15.95,15.39,15.24,>12.56,,,,,,2013.0,,
WISE J224931.09-162759.4,x,,342.37958333333336,-16.46638888888889,36.7,4.4,L5,,,,,,16.09,15.37,,14.83,14.09,13.67,>12.08,,,,,,2015.0,,
2MASSW J0208549+250048,,J02085499+2500488,32.229166666666664,25.01361111111111,31.0,3,L5,,,,,,16.21,14.97,14.41,,13.66,13.25 >,11.42,,,,,,2000.0,,
2MASSW J0208236+273740,,J02082363+2737400,32.098333333333336,27.62777777777778,24.0,2,L5,,,,,,15.71,14.56,13.87,,13.27,12.96,12.07,,,,,,2000.0,,
2MASSW J0205034+125142,,J02050344+1251422,31.264166666666668,12.861666666666666,22.0,2,L5,,,,,,15.68,14.45,13.67,,12.92,12.53,11.44,,,,,,2000.0,,
WISE J114048.05+160825.1,,,175.20041666666665,16.140277777777776,47.2,5.8,L5,,,,,,16.82,15.95,,15.24,14.63,14.22,>12.29,,,,,,2015.0,,
2MASS J01550354+0950003,,J01550354+0950003,28.764583333333334,9.833333333333334,17.0,3,L5,,,,,,14.83,,13.14,,,,,,,,,,1999.0,,
ULAS J230358.64+005807.3,,,345.9941666666667,0.9686111111111111,,,L5,,24.06,,23.27,,17.82,16.99,,16.15,15.66,15.18,>12.69,,,,,,2013.0,,
ULAS J230424.80+130111.3,,,346.10333333333335,13.019722222222223,,,L5,,24.16,,21.53,,16.69,15.93,,15.2,14.69,14.64,>12.76,,,,,,2013.0,,
2MASS J01443536-0716142,,J01443536-0716142,26.1475,-7.270555555555555,12.0,1,L5,,,,,,14.19,13.01,12.27,,11.63,11.36,10.81,1600,0.55,,,,2002.0,,
SDSS J013532.98+144555.8 B,x,,23.8875,14.765555555555556,71.0,4,L5,,,,,,,,,,,,,,,58.0,0.0053,0.000194,2011.0,,
WISE J001358.81-181648.1 A,x,J00135882-1816462 A,3.495,-18.279999999999998,46.1,5.6,L5,,,,,,16.68,15.87,15.04,15.18,14.6,14.17,12.2,,,79.0,7400.0,900000.0,2015.0,,
2MASS J22120703+3430351,,J22120703+3430351,333.02916666666664,34.50972222222222,30.0,1,L5,,,,,,16.32,15.18,14.37,,,,,,,,,,2003.0,,
2MASS J23462656-5928426,,J23462656-5928426,356.61083333333335,-59.478611111111114,69.93,16.63,L5,,,,,,14.52,13.91,13.5,,13.25,12.93,12.28,3000,1.0,,,,,,
2MASS J233226.78+123453.0 A,x,J233226.78+123453.0,353.1116666666667,12.581388888888888,,,L5,,,,,,16.92,16.2,15.76,,,,,,,,,,,,
2MASSI J1213033-043243,,J12130336-0432437,183.26416666666665,-4.545555555555556,16.0,1,L5,,,,,,14.68,13.65,13.01,,,,,,,,,,2003.0,,
DENIS-P J122821.6-241541 A,x,,187.09,-24.261388888888888,20.2,,L5,,,,,18,14.28,13.4,12.71,,,,,,,,,,,,
2MASS J11260310+4819256,,J11260310+4819256,171.51291666666665,48.323888888888895,,,L5,,,,,,17.2,16.14,15.44,,,,,,,,,,,,
DENIS-P J122815.2-154733 A,x,J12281523-1547342,187.06416666666667,-15.793333333333333,22.32,0.9,L5,,,20.48,,18.22,14.38,13.35,13.45,12.74,12.01,11.68,11,,,63.0,,,1997.0,,
DENIS-P J122815.2-154733 B,x,J12281523-1547342,187.06333333333333,-15.792777777777777,22.32,0.9,L5,,,,,,,,13.59,,,,,,,63.0,6.4,44.0,1997.0,,
2MASS J22490917+3205489,,J22490917+3205489,342.28833333333336,32.096944444444446,25.0,?,L5,,,,,,15.48,14.35,13.59,,,,,,,,,,2007.0,,
SDSSp J224953.45+004404.2 B,x,J22495345+0044046,342.47291666666666,0.7347222222222222,54.0,16,L5,,,,,,17.85,16.69,,15.71,,,,,,23.0,15.0,250.0,2009.0,,
NLTT 26746 B,x,J11150150+1607026,168.75625,16.1175,37.0,19,L5,,22.94,,20.71,,16.4,15.22,14.56,,,,,,,67.0,660.0,31000.0,,,
2MASS J12162161+4456340,,J12162161+4456340,184.09,44.94277777777778,41.0,7,L5,,,,,,16.35,15.66,15.02,,,,,,,,,,2006.0,,
GJ 1001 C,x,J00043484-4044058,1.145,-40.735,13.01,0.67,L5,,,,,,,,,,,,,,,36.0,0.82,4.0,2004.0,,
GJ 1001 B,x,J00043484-4044058,1.145,-40.735,13.01,0.67,L5,,,,,16.68,13.11,12.06,11.4,11.4,,,,1600,0.58,36.0,174.0,,1999.0,,
SDSS J012743.51+135420.9,,J01274352+1354210,21.93125,13.905833333333334,49.0,?,L5,,23.57,,22.08,,16.83,15.9,15.43,,,,,,,,,,2002.0,,
2MASS J12392727+5515371 A,x,J12392727+5515371,189.86375,55.26027777777778,23.58,1.17,L5,,,,19.64,18.6,14.71,13.57,12.79,,,,,,,74.0,,,2000.0,,
WISE J224700.20-150626.8,,,341.75083333333333,-15.1075,39.0,4.7,L5,,,,,,16.43,15.55,,14.78,14.22,13.8,>12.75,,,,,,2015.0,,
ULAS J034150.21+042324.9,,,55.45916666666667,4.390277777777778,,,L5,,24.13,,21.9,,16.85,15.95,,15.2,14.53,14.21,>12.68,,,,,,2013.0,,
SDSS J173101.41+531047.9 A,x,J17310140+5310476,262.7558333333333,53.18,31.0,1,L5,,,,,,16.37,15.48,14.85,,,,,,,,,,2006.0,,
SDSS J171145.71+223204.3 A,x,J17114573+2232044,257.9404166666667,22.534444444444446,30.2,4.39,L5,,,,,20.4,17.48,15.94,14.79,,14.35,13.80 >,12.6,,,,,,2000.0,,
2MASS J17373467+5953434 A,x,J17373467+5953434,264.39458333333334,59.89527777777778,56.0,?,L5,,24.3,,22.48,,16.88,16.44,,15.72,,,,,,,,,2011.0,,
2MASS J17430860+8526594,x,J17430860+8526594,265.78583333333336,85.44972222222222,22.0,,L5,,,,,,14.56,13.82,13.47,,12.88,12.53 <,12.4,,,,650.0,,2012.0,,
2MASS J12392727+5515371 B,x,J12392727+5515371,189.86375,55.26027777777778,23.58,1.17,L5,,,,,,,,,,,,,,,74.0,4.5,35.0,2003.0,,
2MASS J17461199+5034036,,J17461199+5034036,266.55,50.56777777777778,21.0,4,L5,,,,,,15.1,14.05,13.53,,,,,,,,,,1999.0,,
G 203-50 B,x,J17114559+4028578,257.94,40.48277777777778,21.2,3.9,L5,,,,,,15,14.3,13.8,,,,,1700,,69.0,135.0,,2008.0,,
Zeta Del B,x,,308.82708333333335,14.674166666666666,,,L5,,,,,,,,,,,,,,,,,,2010.0,,
2MASS J03552337+1133437 B,x,J03552337+1133437,58.8475,11.562222222222223,9.12,0.11,L5,,,,,,,,,,,,,,,,1.03,,2010.0,UNCON,
VVV J172640.2-273803,,,261.6675,-27.634166666666665,17.54,1.23,L5,,,,,,13.27,12.67,12.19,,,,,,,,,,2013.0,,
ULAS J014927.11+144108.2,,,27.362916666666667,14.685555555555556,,,L5,,24.37,,23.49,,18.04,17.1,,16.32,15.57,14.99,>12.76,,,,,,2013.0,,
ULAS J015144.10+134645.8,,,27.93375,13.779444444444445,,,L5,,25.77,,23.18,,17.66,16.84,,16.09,15.49,15.08,>12.90,,,,,,2013.0,,
2MASS J19360187-5502322,,J19360187-5502322,294.0079166666667,-55.04222222222222,15.08,1.23,L5,,,,,,14.49,13.63,13.05,,12.28,12,11.65,1800,1.0,,,,2008.0,,
2MASS J03101401-2756452,,J03101401-2756452,47.55833333333333,-27.945833333333333,25.0,2,L5,,,,,,15.8,14.66,13.96,,13.18,12.82,12.34,,,,,,2003.0,,
2MASS J03582255-4116060,,J03582255-4116060,59.594166666666666,-41.26833333333333,24.0,2,L5,,,,,,15.85,14.61,13.84,,12.9,12.43,11.66,,,,,,2007.0,,
SIMP J21543454-1055308,,J21543454-1055308,328.64375,-10.925277777777778,22.5,2.8,L5,,,,,,16.44,,,,,,,1600,1.32,10.0,,,,,
2MASS J04210718-6306022,,J04210718-6306022,65.28,-63.10055555555556,31.0,3,L5,,,,,,15.57,14.28,13.45,,12.56,12.14,11.6,,,,,,2002.0,,
ULAS J221904.07+063059.1,,,334.76708333333335,6.516388888888889,,,L5,,,,,,18.12,17.21,,16.45,15.88,15.61,>12.69,,,,,,2015.0,,
WISE J221912.81+111340.1,,,334.80333333333334,11.227777777777778,37.0,4.5,L5,,,,,,16.58,15.61,,14.9,14.11,13.69,12.68,,,,,,2015.0,,
2MASS J21321145+1341584 A,x,J21321145+1341584,323.04791666666665,13.699444444444445,27.78,0.54,L5,,,,,,16.2,14.99,14.26,,,,,,,82.0,,,2002.0,,
ULAS J013243.81+055232.2,,,23.1825,5.875555555555556,,,L5,,23.27,,21.33,,16.41,15.48,,14.75,14.2,13.9,11.87,,,,,,2013.0,,
2MASS J03552337+1133437 A,x,J03552337+1133437,58.8475,11.562222222222223,9.12,0.11,L5,,,,,,14.05,12.53,11.53,11.46,10.53,9.94,9.29,1900,,22.0,,,2007.0,,
SDSS J001608.44-004302.3,,J00160844-0043021,4.035,-0.7172222222222222,28.0,?,L5.5,,,,,,16.33,15.23,14.54,,,,,,,,,,2004.0,,
SDSS J134203.11+134022.2,,J13420311+1340222,205.51291666666665,13.672777777777776,40.0,4,L5.5,,,,,,16.76,15.71,15.11,,14.52,13.87 >,11.35,,,,,,2006.0,,
WISE J094904.92+023251.4,,,147.27041666666668,2.5475,,,L5.5,,,,,,,19.44,,,,,,,,,,,2015.0,UNCON,
SDSS J000250.98+245413.8,,J00025097+2454141,0.7125,24.903888888888886,50.3,10.4,L5.5,,,,,,17.17,16.06,15.66,,,,,,,,,,2006.0,,
ULAS J031451.72+045346.2,,,48.71541666666667,4.896111111111111,,,L5.5,,24.66,,22.37,,17.3,16.39,,15.59,14.83,14.39,>12.41,,,,,,2013.0,,
ULAS J084710.35+020413.3,,,131.79333333333332,2.070277777777778,,,L5.5,,,,,,18.18,17.16,,16.41,16.04,15.97,>12.55,,,,,,2015.0,,
2MASS J09201223+3517429 A,x,J09201223+3517429,140.05,35.294444444444444,28.82,0.75,L5.5,,,,,19.4,16.36,15.33,13.98,14.58,13.28,12.79,12.46,1375,1.0,71.0,,,1999.0,,
SDSS J155321.40+210907.8,,J15532142+2109071,238.33916666666667,21.151944444444442,27.3,5.8,L5.5,26.17,,22.98,,20.79,16.7,15.34,14.68,,13.79,13.31,12.2,,,,,,1999.0,,
SDSS J003609.26+241343.3,,J00360925+2413434,9.03875,24.22861111111111,30.3,8,L5.5,,,,,,17.03,16.11,15.66,,,,,,,,,,2006.0,,
2MASS J14083421-5307378,,J14083421-5307378,212.1425,-53.12722222222222,19.71,12.4,L5.5,,,,,19.05,15.16,14.37,13.85,,,,,,,,,,2012.0,,
2MASS J17502484-0016151,,J17502484-0016151,267.60333333333335,-0.2708333333333333,9.22,0.22,L5.5,,,,,18.8,13.29,12.41,11.85,,,,,,,,,,2007.0,,
2MASS J01414839-1601196,,J01414839-1601196,25.451666666666668,-16.022222222222222,,,L5.5,,,,,,16.21,15.16,,14.34,,,,,,,,,2010.0,,
2MASS J18000116-1559235,,J18000116-1559235,270.005,-15.989999999999998,9.08,2.1,L5.5,,,,,,13.43,12.52,11.98,,,,,,,,,,2012.0,,
SDSS J020608.97+223559.2,,J02060880+2235593,31.536666666666665,22.599722222222223,21.9,4.6,L5.5,,,,,,16.56,15.54,15.16,,,,,,,,,,2006.0,,
SDSS J151114.66+060742.9 A,x,J15111466+0607431,227.81125,6.128611111111111,27.25,4.75,L5.5,,24.86,,21.17,,16.53,15.15,14.63,,13.68,13.15,12.54,,,,,,1997.0,,
ULAS J215700.47+005614.5,,,329.25208333333336,0.9375,,,L5.5,,24.27,,22.27,,17.85,16.87,,16.11,,,,,,,,,2013.0,,
SIMP J1501530-013506 B,x,J15015302-0135068,225.47083333333333,-2.414722222222222,44.0,13,L5.5,,,,,,17.96,16.8,16.01,,,,,,,,47.0,475.0,2011.0,,
WISE J053424.45+165255.0,,,83.60208333333334,16.881944444444446,21.5,3.5,L5.5,,,,,,,,,,,,,,,,,,,,
ULAS J093512.60+012347.4,x,,143.8025,1.396388888888889,,,L5.5,,24.74,,22.36,,17.35,16.6,,16.06,15.37,14.91,12.23,,,,,,2015.0,,
SDSS J141659.78+500626.4,x,J14165987+5006258,214.24958333333333,50.10722222222223,44.0,31,L5.5,,,,,,16.95,15.96,15.6,,,,,,,81.0,25000.0,,2006.0,UNCON,
WISE J105811.69-583112.4,,,164.54875,-58.519999999999996,26.0,4,L5.5,,,,,,,,,,,,,,,,,,,,
SDSS J115013.17+052012.3,,J11501322+0520124,177.555,5.336666666666666,29.0,?,L5.5,,,,21.3,,16.25,15.46,15.02,,,,,,,,,,2009.0,,
2MASS J21163374?0729200,,J21163374?0729200,319.1404166666667,-7.488888888888889,40.0,?,L6,,,,22.2,,17.2,16.21,14.98,,14.62,14.33 >,12.23,,,,,,2011.0,,
2MASS J08534782-4106556,,J08534782-4106556,133.44916666666666,-41.11555555555556,22.6,14.74,L6,,,,,,15.59,15.03,14.47,,,,,,,,,,2012.0,,
SDSS J074007.30+200921.9,,J07400712+2009216,115.02958333333333,20.15611111111111,36.0,1,L6,,,,,,17.29,15.75,15.08,,14.45,13.98,12.5,,,,,,2002.0,,
2MASS J13184794+1736117,,J13184794+1736117,199.69958333333332,17.603333333333335,,,L6,,,,,,16.34,15.23,,14.53,,,,,,,,,2010.0,,
HK Ceti B,x,J01472183-2156512,26.840833333333332,-21.9475,39.0,,L6,,,,,,17.5,15.42,15.1,,,,,1650,,60.0,12.0,0.0011,2004.0,,
SDSS J112615.25+012048.2,,J11261528+0120481,171.56375,1.3466666666666667,35.0,3,L6,,,,,,16.91,15.78,14.92,,,,,,,,,,2004.0,,
2MASS J21522609+0937575 B,x,J21522609+0937575,328.10875,9.632777777777779,24.2,5,L6,,,,,,,,,,,,,,,79.0,6.0,56.0,2008.0,,
2MASSI J0859254-194926,,J08592547-1949268,134.85625,-19.824166666666667,15.29,1.43,L6,,,,,,15.53,14.44,13.75,,12.88,12.38,10.99,,,,,,2000.0,,
SDSS J090023.68+253934.3,,J09002367+2539345,135.09875,25.65972222222222,18.6,3.6,L6,,,,21.45,,16.43,15.41,14.66,,,,,,,,,,2009.0,,
ULAS J120009.69+120821.4,,,180.04041666666666,12.139166666666666,,,L6,,,,,,17.59,16.8,,16.22,15.53,15.26,>12.71,,,,,,2015.0,,
WISE J165842.56+510335.0,,,254.6775,51.05972222222222,15.0,1,L6,,,,,,15.06,14.18,13.66,,13.18,12.8,12.26,,,,,,2013.0,,
2MASSI J0103320+193536,,J01033203+1935361,15.883333333333333,19.593333333333334,21.32,3.46,L6,24.5,,,,,16.29,14.9,14.15,,13.18,12.7,12.23,,,,,,2000.0,,
2MASS J09572983+4624177,,J09572983+4624177,149.37416666666667,46.405,,,L6,,,,,,16.62,15.39,14.59,,,,,,,,,,2014.0,,
2MASS J07003664+3157266 B,x,J07003664+3157266,105.1525,31.9575,11.36,0.18,L6,,,,,,14.66,13.61,12.97,,,,,,,63.0,2.1,12.0,,,
SDSS J163359.23-064056.5,,J16335933-0640552,248.49708333333334,-6.6819444444444445,17.7,3.4,L6,,,,,,16.14,15.17,14.54,,,,,,,,,,2006.0,,
WISE J031555.29+073229.6,,,48.98041666666666,7.541666666666667,41.9,5.1,L6,,,,,,16.95,16.19,,15.65,14.63,14.14,12.47,,,,,,2015.0,,
SDSS J103321.92+400549.5,,J10332186+4005499,158.34125,40.09722222222222,45.0,8,L6,,,,,,16.64,15.87 >,15.41,15.6,14.85,14.57 >,12.26,,,,,,2002.0,,
2MASS J21522609+0937575 A,x,J21522609+0937575,328.10875,9.632777777777779,24.2,5,L6,,,,,,15.19,14.08,13.34,,,,,,,79.0,,,2006.0,,
2MASS J21513979+3402444,,J21513979+3402444,327.91583333333335,34.04555555555555,,,L6,,,,,,16.7,15.8,,14.98,,,,,,,,,2010.0,,
Wolf 1084 b,x,J20431920+5520521,310.83,55.34777777777778,16.67,1.67,L6,,,,,,,,,,,,,,,66.0,1.46,,2008.0,,
SDSS J080959.01+443422.2,,J08095903+4434216,122.49583333333334,44.57277777777778,25.0,5,L6,,,,,,16.44,15.18,14.42,,13.34,12.8,11.6,,,,,,1999.0,,
WISE J222736.87-185453.1,,,336.90375,-18.91472222222222,32.9,4,L6,,,,,,17.37,16.1,,15.14,14.15,13.61,>12.70,,,,,,2015.0,,
SDSS J104625.76+042441.0,,A J10462575+042441,161.6075,4.411388888888889,36.0,?,L6,,,,,,16.89,16.02,15.21,,,,,,,,,,2004.0,,
WISE J210603.72+040702.4,,,316.5154166666667,4.117222222222222,48.3,6,L6,,,,,,17.01,16.09,,15.49,14.87,14.45,>12.01,,,,,,2015.0,,
2MASS J20025073-0521524,,J20025073-0521524,300.71125,-5.364444444444444,16.0,1,L6,,,,,,15.32,14.28,13.42,,12.53,12.07,11.09,,,,,,2003.0,,
SDSS J065405.63+652805.4,,J06540564+6528051,103.52333333333333,65.46805555555555,29.0,5,L6,,,,,,16.14,15.2,14.6,,,,,,,,,,2006.0,,
SDSS J075625.29+124455.3,,J07562529+1244560,119.10541666666667,12.748888888888889,30.0,3,L6,,,,,,16.66,15.76,14.73,,14.19,13.58 >,12.03,,,,,,2000.0,,
ULAS J012906.88+011350.4,,,22.27875,1.2305555555555556,,,L6,,,,,,18.14,17.23,,16.28,15.57,15.06,>12.86,,,,,,2015.0,,
SDSS J141624.08+134826.7 A,x,J14162408+1348263,214.10041666666666,13.807222222222222,9.1,0.15,L6,,20.68,,18.39,,13.15,12.46,12.11,,11.36,11.03,,825,,,,,2010.0,,
WISE J191915.54+304558.4,,,289.81458333333336,30.766111111111112,19.0,1,L6,,,,,,15.57,14.6,13.95,,13.39,12.94,11.72,,,,,,2013.0,,
2MASSW J1036530-344138,,J10365305-3441380,159.22125,-34.693888888888885,16.26,2.41,L6,,,,,,15.62,14.45,13.8,,,,,,,,,,2002.0,,
SDSSp J144600.60+002452.0,,J14460061+0024519,221.5025,0.41444444444444445,22.0,1.57,L6,,23.39,,20.74,,15.89,14.51,13.94,13.88,13.25,12.88,11.95,,,,,,2002.0,,
2MASS J21481628+4003593,,J21481633+4003594,327.0679166666667,40.06638888888889,7.0,1,L6,,,,,,14.15,12.78,11.77,,10.74,10.24,9.66,,,,,,2008.0,,
SDSSp J023617.93+004855.0,,J02361794+0048548,39.07458333333334,0.8152777777777778,29.0,3,L6,,25.04,,21.5,,16.1,15.27,14.67,14.54,13.81,13.36,12.36,,,,,,2002.0,,
SDSS J151500.62+484744.8,,J15150083+4847416,228.75333333333333,48.794999999999995,6.9,1.3,L6,,,,19.37,,14.11,13.1,12.5,,,,,1600,0.35,,,,2002.0,,
