Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?
WISE J161843.22+084306.9,,,244.68,8.71861111111111,30.2,2.9,T4.5,,,,,,16.84,16.8,,16.8,16.53,14.9,>12.53,,,,,,2015.0,,
ULAS J004030.42+091524.9,,,10.126666666666667,9.256944444444445,70.5,23.5,T4.5,,,,,,18.16,18.13,,18.13,16.88,15.92,>12.39,,,,,,2015.0,,
ULAS J225649.51+005452.5,,,344.20625,0.9147222222222222,84.0,?,T4.5,,,,,,18.83,19.07,,,,,,,,,,,2010.0,,
WISE J132839.25-034558.2,,,202.16375,-3.766111111111111,24.6,2.2,T4.5,,,,,,16.94,16.69,,16.7,15.74,14.45,>12.82,,,,,,2015.0,,
WISEPA J044853.29-193548.5,,,72.22208333333333,-19.596944444444443,26.0,5,T5,,,,,,16.99,16.39 >,16.56,,16.48,14.19,13.04,,,,,,2003.0,,
WISEP J033651.90+282628.8,,,54.21625,28.441388888888888,24.0,?,T5,,,,,,16.54,16.28,15.77,,16.01,14.44 >,12.47,,,,,,2013.0,,
2MASS J04070885+1514565,,J04070885+1514565,61.787083333333335,15.249166666666666,17.0,2,T5,,,,,,16.06,16.02,15.92,,15.48,13.9,12.05,,,,,,2004.0,,
2MASS J03202839-0446358 B,x,J03202839-0446358,50.11833333333333,-4.776666666666666,25.0,3,T5,,,,,,13.26,12.54,12.13,,,,,1900,,71.0,8.3,0.676,2008.0,,
ULAS J020336.94-010231.1,,,30.90375,-1.0419444444444446,54.0,?,T5,,,,,,18.04,18.31,18.13,,,,,,,,,,2007.0,,
WISEP J025934.00-034645.7,,,44.891666666666666,-3.7794444444444446,,,T5,,,,,,,,,,17.33,15.10 >,12.9,,,,,,2013.0,,
ULAS J022200.43-002410.5,,,35.501666666666665,-0.40305555555555556,75.0,?,T5,,,,,,18.71,19.02,19.18,,,,,,,,,,2008.0,,
WISE J172509.16+225536.8,,,261.28833333333336,22.926944444444445,31.6,3.1,T5,,,,,,16.83,16.89,,16.86,16.57,15.11,>12.64,,,,,,2015.0,,
ULAS J131943.77+120900.2,,,199.9325,12.15,75.0,12,T5,,,,,,18.9,18.9,19.41,,,,,,,,,,2010.0,,
ULAS J132048.12+102910.6,,,200.20041666666665,10.486388888888888,46.0,7,T5,,,,,,17.82,17.89,18.17,,,,,,,,,,2010.0,,
ULAS J232624.07+050931.6,,,351.60041666666666,5.158888888888889,88.5,39,T5,,,,,,18.61,18.61,,,,,,,,,,,2015.0,,
WISEP J004542.56+361139.1,,,11.4275,36.19416666666666,21.0,?,T5,,,,,,16.15,16.04,15.8,,15.34,13.73,12.61,,,,,,2013.0,,
WISEP J133750.46+263648.6,,,204.46041666666667,26.613611111111112,24.0,?,T5,,,,,,16.67,> 16.12 >,16.97,,16.31,14.62 >,12.22,,,,,,2013.0,,
HD 118865 B,x,J13393431+0105180,204.9325,1.0766666666666667,62.42,3.35,T5,,,,,,18.08,18.39,,18.4,,,,,,,9200.0,,2013.0,,
2MASS J233226.78+123453.0 B,x,J233226.78+123453.0,353.1116666666667,12.581388888888888,,,T5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
SDSS J000649.16-085246.3 B,x,J00064916-0852457,1.705,-8.879444444444445,30.0,3,T5,,20.98,,18.19,,14.14,13.55,,13.13,,,,,,60.0,0.286,0.404,2012.0,,
SDSS J212413.88+010000.2,,J21241387+0059599,321.05833333333334,1.0008333333333332,18.0,2,T5,,,,,,16.03,16.18,>16.14,,,,,,,,,,,,
2MASS J05103520-4208140,,J05103520-4208140,77.64666666666666,-42.13722222222222,18.0,2,T5,,,,,,16.22,16.24,16,,15.6,13.98,11.86,,,,,,2000.0,,
ULAS J125939.44+293322.4,,,194.91416666666666,29.55611111111111,,,T5,,,,,,18.39,18.55,,,,,,,,,,,2013.0,,
WISEP J054601.19-095947.5,,,86.505,-9.996666666666666,22.0,?,T5,,,,,,16.18,16.27 >,15.47,,15.94,13.96 >,12.56,,,,,,2013.0,,
SDSS J102109.69-030420.1 B,x,J10210969-0304197,155.29041666666666,-3.0722222222222224,32.57,1.38,T5,,,,,,17.09,16.8,16.84,,,,,,,52.0,5.0,48.0,2006.0,,
ULAS J124639.33+032314.3,,,191.66375,3.3872222222222224,54.8,22.8,T5,,,,,,17.6,18.05,,,,,,,,,,,2015.0,,
ULAS J130716.63+332523.8,,,196.81916666666666,33.42333333333333,80.6,34.6,T5,,,,,,18.42,18.71,,,13.57,13.63,>12.71,,,,,,2015.0,,
ULAS J101821.78+072547.1,,,154.59083333333334,7.429722222222223,40.0,3.2,T5,,,,,,17.71,17.87,18.12,,17.78,16.21,,990,0.97,,,,2007.0,,
ULAS J105235.42+001632.7,,,163.1475,0.2758333333333333,71.0,?,T5,,,,,,18.83,18.69,,,,,,,,,,,2010.0,,
ULAS J131307.47+123540.7 B,x,,198.28125,12.594722222222222,,,T5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
ULAS J131610.13+031205.5 B,x,,199.04208333333332,3.2016666666666667,,,T5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
ULAS J131610.28+075553.0,,,199.04291666666666,7.931388888888889,115.6,48.4,T5,,,,,,19.29,,,,16.49,15.36,12.24,,,,,,2015.0,,
2MASS J10073369-4555147,,J10073369-4555147,151.89041666666665,-45.920833333333334,14.08,1.03,T5,,,,,,15.65,15.69,15.56,,15.63,13.81,12.66,,,,,,2000.0,,
CFBDS J100113+022622,,,150.30416666666667,22.439444444444444,96.0,21,T5,,,,26.1,,19.03,19.25,19.01,,,,,,,,,,2008.0,,
ULAS J120948.38+035338.4,,,182.45166666666665,3.8938888888888887,63.4,26.6,T5,,,,,,17.91,18.07,,,,,,,,,,,2015.0,,
ULAS J114925.58-014343.2,,,177.35666666666665,-1.7286111111111113,53.0,,T5,,,,,,18.11,18.17,18.34,,,,,,,,,,2010.0,,
ULAS J134646.71+282009.2,,,206.69458333333333,28.335833333333333,51.2,21.4,T5,,,,,,17.45,17.59,,17.6,17.69,15.54,>12.94,,,,,,2015.0,,
SDSS J120602.51+281328.7 B,x,,181.51041666666666,28.22472222222222,29.0,3,T5,,,,,,,,,,,,,,,,2.5,,,,
ULAS J094516.39+075545.6,,,146.31833333333333,7.929444444444445,42.0,?,T5,,,,,,17.49,17.71,17.75,17.84,,,,,,,,,2010.0,,
ULAS J115718.02-013923.9,,,179.325,-1.6566666666666665,61.0,?,T5,,,,,,18.18,18.65,,,,,,,,,,,2010.0,,
ULAS J094331.49+085849.2,,,145.88125,8.980277777777777,65.0,?,T5,,,,,,18.6,18.54,18.42,,,,,,,,,,2010.0,,
2MASS J05591914-1404488,,J05591914-1404488,89.82958333333333,-14.080277777777777,10.35,0.11,T5,25.0,,,21.35,19.14,13.8,13.68,13.58,13.35,13.39,11.9,10.56,1002,1.75,30.0,,,2000.0,,
ULAS J112327.02+150059.4,,,170.8625,15.016388888888889,85.8,35,T5,,,,,,18.63,,,,,,,,,,,,2015.0,,
ULAS J161938.12+300756.4,,,244.90875,30.13222222222222,,,T5,,,,,,18.61,18.79,,,,,,,,,,,2013.0,,
SDSS J074149.15+235127.5,,J07414920+2351275,115.455,23.85777777777778,18.0,2,T5,,,,,,16.16,15.84 >,15.85,16.22,15.83,14.11 >,12,,,,,,2004.0,,
SDSS J074201.41+205520.5,,J07420130+2055198,115.50541666666666,20.922222222222224,15.04,1.94,T5,,,,,,16.19,15.91 >,15.23,16.06,15.53,13.71 >,11.98,,,,,,2003.0,,
SDSS-J080531.84+481233.0 B,x,J08053189+4812330,121.3825,48.20916666666667,22.94,0.58,T5,,,,,,,,,,,,,,,72.0,,,,,
S Ori 73,,,84.56041666666667,-2.7533333333333334,185.0,15,T5,,,,,23.5,20.91,20.83,20.91,,,,,,,4.0,,,2009.0,UNCON,P
ULAS J113716.54+112657.2,,,174.31875,11.449166666666667,80.7,40.1,T5,,,,,,18.5,,,,16.61,15.52,>12.07,,,,,,2015.0,,
ULAS J135607.41+085345.2,,,209.03083333333333,8.895833333333332,53.0,?,T5,,,,,,18.04,18.19,18.22,,,,,,,,,,2010.0,,
WISEP J091408.96-345941.5,,,138.5375,-34.995,,,T5,,,,,,,,,,,15.03,,,,,,,2012.0,,
ULAS J143705.60+115930.1 B,x,,219.27333333333334,11.991666666666665,,,T5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
ULAS J120257.05+090158.8,,,180.73791666666668,9.033055555555556,29.0,?,T5,,,,,,16.71,16.91,16.94,,16.84,14.91 >,12.04,,,,,,2010.0,,
SDSS J092615.38+584720.9 B,x,J09261537+5847212,141.56416666666667,58.78916666666667,21.32,0.73,T5,,,,,,,,,,,,,,,63.0,2.6,17.0,,,
ULAS J140255.67+080054.5 B,x,J14025564+0800553 B,210.73208333333332,8.015277777777778,,,T5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
ULAS J153406.06+055643.9,,,233.52541666666667,5.945555555555556,,,T5,,,,,,19.02,,,,,,,,,,,,2013.0,,
ULAS J154914.45+262145.6,,,237.31041666666667,26.36277777777778,,,T5,,,,,,18.05,18.29,,18.18,,,,,,,,,2013.0,,
ULAS J232035.28+144829.8,,,350.14708333333334,14.808333333333334,21.28,1.81,T5,,23.7,,23.2,,16.79,17.14,17.4,17.25,16.61,14.30 >,12.63,,,,,,2010.0,,
SDSS J112118.57+433246.5 B,x,,170.3275,43.546388888888885,52.0,6,T5,,,,,,,,,,,,,,,,8.4,,,,
ULAS J092608.93+020807.3,,,141.53708333333333,2.1352777777777776,78.2,36.1,T5,,,,,,18.56,,,,,,,,,,,,2015.0,,
2MASS J14232186+6154005 B,x,J14232186+6154005,215.84125,61.900277777777774,,,T5,,,,,,,,,,,,,,,,,,2011.0,UNCON,
WISEPC J223729.53-061434.2,,,339.37291666666664,-6.2427777777777775,16.4,,T5,,,,,,17.4,17.40 >,17.05,,17.53,14.66 >,12.46,,,,,,2011.0,,
2MASS J21543318+5942187,,J21543318+5942187,328.6383333333333,59.70527777777778,10.0,1,T5,,,,,,15.66,15.77 >,15.34,,15.73,13.60 >,13.01,975,,,,,2007.0,,
WISEP J174113.12+132711.9,,,265.3045833333333,13.453333333333333,,,T5,,,,,,,,,,17.5,14.73 >,12.49,,,,,,2013.0,,
ULAS J144458.87+105531.1,,,221.24541666666667,10.925277777777778,75.0,?,T5,,,,,,18.82,18.91,,,,,,,,,,,2010.0,,
2MASS J23312378-4718274,,J23312378-4718274,352.8491666666667,-47.3075,13.0,2,T5,,,,,,15.66,15.51,15.39,,14.79,13.36,11.56,,,,,,2004.0,,
SDSS J151114.66+060742.9 B,x,J15111466+0607431,227.81125,6.128611111111111,27.25,4.75,T5,,,,,,17.08,16.93,17.29,,,,,,,,,,,,
*HBT2010 20,,,247.045,-24.484722222222224,125.0,5,T5,,,,,,> 21.00,18.84,,17.98,,,,,,2.0,,,2010.0,UNCON,P
2MASS J17373467+5953434 B,x,J17373467+5953434,264.39458333333334,59.89527777777778,,,T5,,,,,,,,,,,,,,,,,,2011.0,UNCON,
ULAS J234827.94+005220.5,,,357.11625,0.8725,74.0,?,T5,,,,,,18.68,18.99,,,,,,,,,,,2010.0,,
ULAS J083408.92+040728.7,,,128.53708333333333,4.124722222222222,55.2,21,T5,,,,,,17.73,17.83,,17.94,,,,,,,,,2015.0,,
WISEP J170745.85-174452.5,,,256.94125,-17.748055555555556,28.0,?,T5,,,,,,16.35,17.11 >,15.85,,16.54,13.68 >,11.89,,,,,,2013.0,,
CFBDSIR J221903.07+002417.9,2,,334.7629166666667,0.405,95.0,28,T5,,,,,25.54,18.9,19.5,,,,,,975,,,,,2009.0,,
2MASS J19010601+4718136,,J19010601+4718136,285.275,47.303888888888885,15.0,2,T5,,,,,,15.86,15.47,15.64,,15.3,13.58,12.46,,,,,,2000.0,,
SDSS J212413.89+010000.3,,J21241387+0059599,321.05791666666664,1.0,18.0,2,T5,,,,23.15,,16.03,16.18 >,16.14,16.07,15.61,14.14 >,12.49,,,,,,2000.0,,
2MASS J23391025+1352284,,J23391025+1352284,354.79291666666666,13.874444444444444,18.0,2,T5,,,,23.38,,16.24,15.82,16.15,,15.14,13.75 >,12.22,,,,,,2002.0,,
WISEP J191359.78+644456.6,,,288.49916666666667,64.74916666666667,33.0,?,T5,,,,,,17.32,16.89 >,16.49,,17.37,15.07 >,12.9,,,,,,2013.0,,
WISEPA J184124.74+700038.0,Bx,,280.35291666666666,70.01055555555556,40.2,4.9,T5,,,,,,17.57,17.75,,,,,,,,60.0,2.8,11.0,2011.0,,
WISEP J162541.36+152811.1,,J16254152+1528140,246.42291666666668,15.470555555555556,32.0,?,T5,,,,,,17.14,16.85,16.98,,16.9,14.72 >,12.5,,,,,,2013.0,,
*HBT2010 02,,,246.48166666666665,-24.413055555555555,125.0,5,T5,,,,,,> 21.00,19.43,,18.15,,,,,,2.0,,,2010.0,UNCON,P
*HBT2010 03,,,246.48166666666665,-24.45,125.0,5,T5,,,,,,> 21.00,19.28,,18.28,,,,,,2.0,,,2010.0,UNCON,P
WISEPA J184124.74+700038.0,Ax,,280.35291666666666,70.01055555555556,40.2,4.9,T5,,,,,,17.24,17.73 >,15.63,,16.49,14.31,13.05,,,60.0,,,2011.0,,
2MASS J04070885+1514565,,J04070885+1514565,61.787083333333335,15.24861111111111,17.0,2,T5,,,,,,16.06,16.02,15.92,,,,,,,,,,,,
2MASS J14044941-3159329 B,x,J14044941-3159329,211.20583333333335,-31.9925,23.75,0.62,T5,,,,,,16.1,15.97,16.05,,,,,,,31.0,3.1,32.0,,,
*HBT2010 08,,,246.7675,-24.451666666666664,125.0,5,T5,,,,,,> 21.00,19.46,,17.58,,,,,,2.0,,,2010.0,UNCON,P
ULAS J0954+0623,,,148.62583333333333,6.387222222222222,25.0,?,T5.5,,,,,,16.59,16.89,,17.17,,,,,,,,,2012.0,,
SDSS J032553.17+042540.1,,J03255322+0425406,51.471666666666664,4.428055555555556,17.99,3.53,T5.5,,,,,,16.25,16.08,16.53,,15.89,13.78,12.45,,,,,,2003.0,,
ULAS J1204-0150,,,181.18708333333333,-1.8433333333333335,28.0,?,T5.5,,,,,,16.81,17.07,,17.29,,,,,,,,,2012.0,,
WISEP J195436.15+691541.3,,,298.6508333333333,69.26138888888889,36.0,?,T5.5,,,,,,17.73,17.19,17.06,,17.35,14.97 >,13.84,,,,,,2013.0,,
2MASS J18283572-4849046,,J18283572-4849046,277.14875,-48.81805555555556,11.95,1.1,T5.5,,,,,,15.18,14.91,15.18,,14.52,12.71,11.46,,,,,,2004.0,,
CFBDS J030225-144125,,,45.60791666666667,-14.690277777777778,38.0,10,T5.5,,,,28.24,,17.49,17.97,18.15,,,,,975,,,,,2010.0,,
SDSS J163022.92+081822.0,,J16302295+0818221,247.59541666666667,8.306111111111111,21.32,4.59,T5.5,,,,,,16.4,16.33 >,16.61,16.41,16.15,14.35 >,12.21,,,,,,2002.0,,
2MASS J05160945-0445499,,J05160945-0445499,79.03958333333334,-4.763888888888889,22.47,3.28,T5.5,,,,,,15.98,15.72,15.49,15.79,15.46,13.6,12.65,,,,,,2003.0,,
ULAS J093951.04+001653.6,,,144.9625,0.2816666666666667,49.0,?,T5.5,,,,,,17.96,18.41,,,,,,,,,,,2008.0,,
2MASSI J2356547-155310,,J23565477-1553111,359.22833333333335,-15.886388888888888,14.5,0.72,T5.5,,,,22.92,* 20.73,15.82,15.63,15.77,15.8,15.53,13.64,12.01,,,,,,2002.0,,
ULAS J130435.66+154252.6 B,x,J13043568+1542521 B,196.14875,15.714722222222221,,,T5.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
WISE J07200320-0846513 B,x,J07200325-0846499 B,110.01333333333334,-8.780833333333334,6.2,0.7,T5.5,,,,,,,,,,,,,,,65.0,1.4,4.5,2015.0,,
SDSSp J111010.01+011613.1,,J11101001+0116130,167.54166666666666,1.2702777777777776,19.19,0.44,T5.5,,,,24.26,,16.34,15.92 >,15.13,16.05,15.59,13.99,11.89,1060,0.92,41.0,,,2002.0,,
ULAS J131304.03+225919.7,,,198.26666666666668,22.98888888888889,57.0,25.4,T5.5,,,,,,17.91,18.26,,18.49,18.37,15.77,>12.23,,,,,,2015.0,,
WISEP J212321.92-261405.1,,,320.84125,-26.234722222222224,34.0,?,T5.5,,,,,,17.44,> 17.30 >,15.85,,16.95,14.52 >,11.62,,,,,,2013.0,,
ULAS J010531.78+142931.5 B,x,,16.3825,14.492222222222221,,,T5.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
ULAS J101243.54+102101.7,,,153.18125,10.350555555555555,28.0,5,T5.5,,,,,,16.87,17.21,17.55,17.45,,,,,,,,,2010.0,,
*HBT2010 12,,,246.85333333333332,-24.642777777777777,125.0,5,T5.5,,,,,,> 21.00,19.17,,17.4,,,,,,2.0,,,2010.0,UNCON,P
2MASS J15344984-2952274 A,x,J15344984-2952274,233.70833333333334,-29.87527777777778,13.59,0.22,T5.5,,,,,,15.28,15.46,14.84,15.51,13.94,12.59,11.59,1130,0.8,30.0,,,2002.0,,
ULAS J100759.90-010031.1,,,151.99958333333333,-1.0086111111111111,63.0,?,T5.5,,,,,,18.67,18.77,,,,,,,,,,,2007.0,,
SDSS J153417.05+161546.1 B,x,J15341711+1615463,233.57125,16.262777777777778,40.16,1.77,T5.5,,,,,,,17.53,,,,,,,,37.0,1.0,,2006.0,,
2MASS J15462718-3325111,,J15462718-3325111,236.61333333333334,-33.41972222222222,11.36,0.25,T5.5,,,,,* 20.52,15.63,15.45,15.49,,15.24,13.43 >,12.31,,,,,,2000.0,,
*HBT2010 13,,,246.87583333333333,-24.65694444444444,125.0,5,T5.5,,,,,,20.55,18.94,,17.17,,,,,,2.0,,,2010.0,UNCON,P
WISEPA J053957.02-103436.5,,,84.9875,-10.576944444444445,26.0,,T5.5,,,,,,17.71,17.82,18.4,,16.85,14.76 >,12.74,,,,,,2011.0,,
ULAS J131615.93+331306.8,,,199.06625,33.218611111111116,47.0,20.8,T5.5,,,,,,17.49,17.89,,17.88,17.51,15.5,13.05,,,,,,2015.0,,
ULAS J154701.84+005320.3,,,236.7575,0.8888888888888888,54.0,?,T5.5,,,,,,18.32,18.45,18.21,,,,,,,,,,2008.0,,
*HBT2010 14,,,246.88875,-24.317777777777778,125.0,5,T5.5,,,,,,20.82,19.15,,17.43,,,,,,2.0,,,2010.0,UNCON,P
SDSS J035104.37+481046.8 B,x,,57.76833333333333,48.17972222222222,37.0,4,T5.5,,,,,,,,,,,,,,,,3.8,,,,
*HBT2010 16,,,246.89916666666667,-24.353611111111114,125.0,5,T5.5,,,,,,> 21.00,19.09,,18.23,,,,,,2.0,,,2010.0,UNCON,P
*HBT2010 17,,,246.90291666666667,-24.41111111111111,125.0,5,T5.5,,,,,,> 21.00,19.49,,18.22,,,,,,2.0,,,2010.0,UNCON,P
ULAS J095829.86-003932.0,,,149.62458333333333,-0.6588888888888889,65.0,9,T5.5,,,,,,18.95,19.4,19.68,,,,,,,,,,2008.0,,
ULAS J011438.94+085420.8,,,18.66208333333333,8.905833333333334,90.6,48.5,T5.5,,,,,,18.77,,,,,,,,,,,,2015.0,,
WISEP J200804.71-083428.5,,,302.01958333333334,-8.574722222222222,23.0,?,T5.5,,,,,,16.37,16.69 >,15.66,,16.25,14.23 >,12.64,,,,,,2013.0,,
ULAS J112059.41+121904.5,,,170.2475,12.318055555555555,57.6,25.7,T5.5,,,,,,17.93,18,,17.94,18.21,15.57,>12.75,,,,,,2015.0,,
SDSS J024749.90-163112.6 B,x,,41.95791666666667,-16.52027777777778,40.0,3,T5.5,,,,,,,,,,,,,,,,3.8,,,,
ULAS J084211.68+093611.9,,,130.54875,9.603333333333333,50.0,9,T5.5,,,,,,18.38,18.84,19.08,,,,,,,,,,2010.0,,
SDSS J171145.71+223204.3 B,x,J17114573+2232044,257.9404166666667,22.534444444444446,30.2,4.39,T5.5,,,,,,18.4,18.04,17.84,,,,,,,,,,,,
ULAS J223955.76+003252.6,,,339.9825,0.5480555555555555,67.5,15.5,T5.5,,,,,,18.85,19.1,18.88,,,,,1165,0.97,,,,2007.0,,
ULAS J130303.54+001627.7,,,195.76458333333332,0.27444444444444444,67.0,12,T5.5,,,,,,19.02,19.49,20.1,,,,,,,,,,2008.0,,
2MASS J17545447+1649196,,J17545447+1649196,268.7270833333333,16.822222222222223,11.42,1.33,T5.5,,,,,,15.81,15.65,,15.56,,,,,,,,,,,
ULAS J153128.47+073755.0 B,x,,232.86875,7.631944444444445,,,T5.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
UGPS J065227.71+032431.0,,,103.11541666666666,3.408611111111111,32.0,4.5,T5.5,,,,,,17.24,17.5,17.52,,,,,,,,,,2011.0,UNCON,
ULAS J014022.04+123756.9,,,25.091666666666665,12.6325,74.4,33.6,T5.5,,,,,,18.48,18.84,,,,,,,,,,,2015.0,,
ULAS J082707.67-020408.2,,,126.78208333333333,-2.068888888888889,38.46,4.59,T5.5,,,,,,17.19,17.44,17.52,17.52 >,17.77,15.29,,1080,0.97,,,,2007.0,,
ULAS J141756.22+133045.8,,,214.48416666666665,13.512777777777778,30.3,2.75,T5.5,,25.35,,24.77,,16.77,17,17,17,,,,,,,,,2010.0,,
ULAS J092744.20+341308.7,,,141.93416666666667,34.219166666666666,,,T5.5,,,,,,18.77,,,,,,,,,,,,2013.0,,
WISE J020615.62+205435.3,,,31.565,20.90972222222222,24.7,2.3,T5.5,,,,,,16.73,17.02,,16.79,16.6,14.7,12.28,,,,,,2015.0,,
WISEPA J082131.63+144319.3,,,125.38166666666666,14.721944444444444,20.9,,T5.5,,,,,,16.78,16.59,16.58,,16.44,14.28 >,12.57,700,,,,,2011.0,,
ULAS J081918.58+210310.8,,,124.8275,21.053055555555556,30.0,?,T5.5,,,,,,16.95,17.28,,17.18,,,,,,,,,2010.0,,
LHS 2803 B,x,J13480290-1344071,207.01208333333332,-13.735277777777776,19.2,0.9,T5.5,,,,,,16.48,16.09 >,17.01,> 16.45,16.15,14.18 >,12.14,1030,,42.0,1298.0,,2012.0,,
WISEP J223617.59+510551.9,,,339.0733333333333,51.09777777777778,,,T5.5,,,,,,,,,,13.84,12.48,11.02,,,,,,2013.0,,
ULAS J020944.30+133924.7,,,32.434583333333336,13.656944444444445,57.0,?,T5.5,,,,,,18.35,18.64,,,,,,,,,,,2010.0,,
ULAS J125446.35+122215.7,,,193.69333333333333,12.371111111111112,72.9,35.5,T5.5,,,,,,18.29,18.62,,18.26,,,,,,,,,2015.0,,
WISEP J144901.85+114710.9,,,222.25791666666666,11.786388888888888,23.0,?,T5.5,,,,,,17.36,17.73 >,16.64,18.1,17.39,14.84 >,12.4,,,,,,2010.0,,
ULAS J084743.93+035040.2,,,131.93291666666667,3.8444444444444446,76.2,34,T5.5,,,,,,18.53,18.71,,18.99,,,,,,,,,2015.0,,
SDSS J123147.38+084730.7,,J12314753+0847331,187.94791666666666,8.7925,12.0,1,T5.5,,,,22.75,,15.57,15.31,15.22,,15.02,13.02,11.68,1070,0.83,57.0,,,2000.0,,
WISEP J190903.16-520433.5,,,287.2633333333333,-52.07611111111112,33.0,?,T5.5,,,,,,17.35,17.26,,>,18.2,15.34,12.56,,,,,,2013.0,,
SDSS J143553.25+112948.6 B,x,,218.97208333333333,11.496944444444443,44.0,4,T5.5,,,,,,,,,,,,,,,,4.0,,,,
ULAS J223917.13+073416.0,,,339.82125,7.571111111111111,91.0,43.4,T5.5,,,,,,18.88,18.92,,19.73,,,,,,,,,2015.0,,
WISEP J172134.46+111739.4,,,260.39375,11.294166666666667,19.1,,T6,,,,,,16.46,> 16.24 >,16.12,,15.9,14.28 >,12.27,975,,,,,2013.0,,
ULAS J021750.35+035803.3,,,34.46,3.9675000000000002,65.4,28.4,T6,,,,,,18.44,18.8,,,,,,,,,,,2015.0,,
WISEP J073347.94+754439.2,,,113.44958333333334,75.74416666666667,24.0,,T6,,,,,,17.2,> 17.75,15.81,,17.16,14.77,12.2,975,,,,,2013.0,,
ULAS J010324.69+092746.5,,,15.852916666666667,9.463055555555554,71.6,31.4,T6,,,,,,18.63,,,,,,,,,,,,2015.0,,
ULAS J141520.66+041647.1,,,213.83625,4.279722222222222,59.6,25.2,T6,,,,,,18.25,,,,,,,,,,,,2015.0,,
S Ori 70,,,84.54208333333334,-2.607222222222222,106.8,,T6,,,,,25.03,20.28,20.42,19.78,,,,,1100,1.6,3.0,,,2002.0,,P
WISEPC J095259.29+195507.3,,,148.24708333333334,19.91861111111111,22.1,,T6,,,,,,17.13,17.22 >,17.34,,17.25,14.39 >,12.47,975,,,,,2011.0,,
WISEPA J052536.33+673952.3,,,81.40125,67.66444444444446,30.1,,T6,,,,,,17.49,17.87,,,17.92,14.90 >,12.81,975,,,,,2011.0,,
SDSS J075547.87+221215.6,,J07554795+2212169,118.95,22.204722222222223,18.0,2,T6,,,,,,15.73,15.67,15.75,,15.43,13.5,12.51,,,,,,2002.0,,
ULAS J081948.09+073323.3,,,124.95041666666667,7.556388888888889,41.4,,T6,,,,,,18.24,18.36,18.33,,,,,975,,,,,2010.0,,
WISEPA J101905.63+652954.2,,,154.77333333333334,65.49833333333333,17.4,,T6,,,,,,16.59,16.52,16.46,,16.29,13.94,12.68,975,,,,,2011.0,,
2MASS J20261584-2943124 B,x,J20261584-2943124,306.56583333333333,-29.72,36.0,5,T6,,,,,,17.98,18.2,,18.1,,,,,,32.0,9.0,,,,
ULAS J130154.79+064747.9,,,195.47833333333332,6.796666666666667,48.2,20.4,T6,,,,,,17.79,18.17,,18.53,,,,,,,,,2015.0,,
DENIS J081730.0-615520,,J08173001-6155158,124.375,-61.92111111111111,4.93,0.32,T6,,,,,,13.61,13.53,13.52,,12.97,11.24,9.61,975,,,,,2010.0,,
SDSSp J162414.37+002915.6,,J16241436+0029158,246.06,0.48777777777777775,11.0,0.15,T6,,,,22.95,20.88,15.49,15.52 >,15.52,15.53,15.08,13.07,12.01,1010,0.8,60.0,,,1999.0,,
WISEPA J041054.48+141131.6,,,62.72708333333333,14.192222222222222,26.3,,T6,,,,,,17.16,17.26,16.98,17.82,17.1,15.02 >,12.1,975,,,,,2011.0,,
ULAS J142007.60+021818.3,,,215.03166666666667,2.3049999999999997,49.6,20.8,T6,,,,,,17.86,18.09,,18.58,,,,,,,,,2015.0,,
WISEP J184041.77+293229.2,,,280.1741666666667,29.54138888888889,40.0,?,T6,,,,,,17.89,18.12,,>,18.53,15.12,12.71,,,,,,2013.0,,
*HBT2010 11,,,246.835,-24.320833333333333,125.0,5,T6,,,,,,> 21.00,18.8,,17.35,,,,,,2.0,,,2010.0,UNCON,P
ULAS J012855.07+063357.0,,,22.229583333333334,6.565833333333333,,,T6,,,,,,18.93,,,,,,,,,,,,2013.0,,
ULAS J025545.28+061655.7,,,43.93875,6.282222222222222,,,T6,,,,,,17.99,18.67,,,,,,,,,,,2013.0,,
2MASS J13411160-30525049 B,x,J13411160-30525049,205.29833333333335,-30.880555555555556,29.0,3,T6,,,,,,,,,,,,,1027,,32.0,7.8,74.0,2014.0,,
ULAS J161934.78+235829.3,,,244.895,23.97472222222222,,,T6,,,,,,18.62,18.91,,18.41,,,,,,,,,2013.0,,
SCR 1845-6357 B,x,J18450541-6357475,281.2725,-63.96333333333334,3.85,0.02,T6,,,,,,13.26,13.19,13.69,,,,,950,0.88,45.0,4.5,37.0,2006.0,,
ULAS J133502.11+150653.5,,,203.75875,15.115,,,T6,,,,,,17.97,18.3,,18.23,,,,,,,,,2013.0,,
ULAS J161710.39+235031.4,,,244.29333333333332,23.841944444444444,,,T6,,,,,,17.72,18.16,,,,,,,,,,,2013.0,,
