Star Number,RA (Decimal Degrees),DEC (Decimal Degrees),ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
4694,247.9935320710645,-64.82689819862486,247.99350455244,-64.82643360592,0.0354538,0.0261714,151.03,5827861778450241792,247.99350775302,1.507,-64.826466384,1.4049,2.4067,2.3121,1.0409,7.381,0.306,1.804,-7.375,2.102,262,14.4439,756.2,11.99,19.34,95,0.7931,0.4187,17,1.701,false,77.5109,0.895325,20.96396,24.9092,4.94259,21.847641,109.596,19.648409,1.735,2.199232,,,0,,,,,,,0.01284,0.215454,0.04802,20.951644,0.012702,78.3951,0.372,28.6199,33.5084,-0.2527,1.673064
4698,238.48547857535743,43.349413387181215,238.4889745433,43.34834896711,0.0073153,0.0066362,7.76,1384659286857090560,238.48893413776,0.3163,43.34836274989,0.3623,2.1507,0.4043,5.3199,7.302,-6.611,0.416,3.101,0.451,356,0.2329,378.85,0.0,0.0,31,,,28,1.008,false,155.54,0.689632,20.20776,111.511,6.36365,20.220247,56.6949,20.364035,1.081,-0.143787,,,0,,,160012384889858662,1237661387613405301,,,0.005547,0.062023,0.143806,20.20776,0.005547,155.54,-0.069,6.6492,7.3035,0.0261,9.921833
4700,299.67010147199,31.131914105091482,299.67063875855,31.13222802035,0.0224447,0.0199271,178.41,2030542000791333248,299.67060637803,0.8914,31.13218932015,1.0305,0.8935,1.3051,0.6847,10.71,-6.236,1.226,-8.708,1.391,193,3.0145,257.72,3.575,2.561,95,1.7582,0.2881,16,1.158,false,94.6671,1.00909,20.74687,39.6716,4.60909,21.342342,142.07,19.36664,1.92,1.975702,,,0,,,145352996706329293,,,,0.011897,0.126173,0.090916,20.738475,0.01181,95.4019,0.588,19.9292,22.4429,-0.0066,2.004575
4702,64.6863992582887,63.363682651722485,64.68292655809,63.36544100067,0.0017703,0.0014334,15.5,476441306261394816,64.68293450546,0.084,63.36543704758,0.0777,0.3039,0.1111,2.7353,1.197,0.802,0.088,-0.889,0.109,562,0.0506,582.82,0.0,0.0,31,,,25,1.001,false,1079.29,1.04504,18.10452,362.547,6.81404,18.940132,1047.89,17.197104,1.307,1.743029,,,0,,,184030646829299291,,,767162504,0.002949,0.020596,0.010042,18.10452,0.002949,1079.29,0.006,1.46,1.7484,0.1089,8.4547
4705,130.7594934251412,-72.0809144455988,130.75362907208,-72.07956341607,0.012045,0.0101094,87.15,5220676337634696448,130.75357722508,0.4634,-72.07953433821,0.5745,-0.1164,0.6023,-0.1933,7.462,-3.589,0.749,6.543,0.63,253,-1.1426,241.49,0.0,0.0,31,,,23,0.948,false,117.64,0.786194,20.51098,58.4398,6.17627,20.92177,87.9066,19.887842,1.244,1.033928,,,0,,,,,,,0.007762,0.114781,0.08666,20.51098,0.007762,117.64,0.024,12.0406,10.1146,0.0175,8.114819
4706,27.715161709894666,13.945535732248132,27.71757226615,13.94655856136,0.0188776,0.0139725,57.66,2576016415140338816,27.71761665412,0.6969,13.94654724283,0.592,1.5676,0.7737,2.026,10.022,9.693,1.112,-2.547,0.96,200,0.4948,214.58,1.316,0.5857,95,1.3322,0.2082,13,1.023,false,126.221,0.903304,20.434538,41.7727,7.36069,21.286312,164.077,19.210274,1.631,2.076038,,,0,,,124730277175956460,1237649920044892563,,,0.008244,0.191336,0.057472,20.424402,0.008176,127.405,0.285,17.6138,15.5354,0.2662,9.191951
4708,334.1074544606406,74.65575530727352,334.10070600574,74.65602946822,0.0023262,0.0020256,68.07,2279291864987604864,334.10059923929,0.1089,74.65600919786,0.1044,1.0817,0.1058,10.2226,7.824,-6.357,0.141,-4.561,0.127,341,-1.9491,300.42,0.0,0.0,31,,,24,0.925,false,881.151,1.16361,18.324741,205.036,9.49363,19.55897,1017.42,17.229141,1.387,2.329828,,,0,,,197583341006398017,,,824097953,0.003106,0.050349,0.015897,18.324741,0.003106,881.151,0.006,2.2866,2.0702,0.0957,6.504008
4709,198.337478976393,20.298027159552447,198.33573093925,20.29941949674,0.0062839,0.0040501,128.85,3940055731512391552,198.33572822196,0.2133,20.29942223851,0.1552,0.522,0.2572,2.0291,0.842,-0.573,0.342,0.617,0.314,327,0.6865,353.76,0.43,0.5212,31,,,18,1.026,false,428.158,0.88719,19.108356,181.477,7.55729,19.691484,332.815,18.442387,1.201,1.249098,,,0,,,132361983357030057,1237668272970465466,,552173704,0.003557,0.045299,0.02126,19.108356,0.003557,428.158,-0.041,5.5141,5.0482,-0.4051,7.743341
4714,321.4458490167271,52.6454734942256,321.44715416334,52.64535369022,0.0327771,0.0300432,175.9,2172735001980163968,321.44716936661,1.3132,52.6453334291,1.6225,-1.8178,1.779,-1.0218,5.009,2.076,1.91,-4.559,2.082,87,12.5386,373.15,4.275,7.673,95,0.5718,0.4726,9,2.127,false,80.8456,1.24157,20.918226,26.2593,2.9212,21.790333,101.816,19.728354,1.584,2.061979,,,0,,,171173214471955121,1237672026775880753,,,0.0169,0.120814,0.12961,20.908336,0.016751,81.5853,0.241,30.0579,32.7636,-0.0124,2.883253
4722,37.08843435201788,23.495365491295374,37.08853278165,23.49676623609,0.0062039,0.0049118,72.59,101594874406958848,37.0884920941,0.2965,23.49673494891,0.2624,1.7738,0.3129,5.6685,10.956,-8.396,0.374,-7.04,0.315,200,0.5616,215.01,0.0,0.0,31,,,15,1.027,false,343.745,1.22797,19.346777,109.098,23.5329,20.243998,406.883,18.224222,1.501,2.019775,,,0,,,136190370884666650,1237670960549134672,,568016312,0.004758,0.234214,0.0381,19.346777,0.004758,343.745,0.163,6.0994,5.0411,0.1334,5.053141
4723,322.24808905157334,53.65203600888702,322.24774748357,53.65190169654,0.0120157,0.0114035,79.45,2172929615544889728,322.24774019794,0.5256,53.65189589762,0.5966,-0.4105,0.6336,-0.648,1.627,-0.972,0.753,-1.305,0.715,261,2.5298,336.42,2.686,4.794,95,1.3213,0.1617,18,1.113,false,125.961,1.57104,20.436777,45.9623,13.6904,21.182537,162.945,19.217796,1.659,1.964741,,,0,,,172383222477762965,,,,0.013819,0.323412,0.08985,20.428569,0.013719,126.917,0.328,11.9957,11.4245,0.0188,0.874609
4725,285.8936260346566,-33.73866379910097,285.89169646695,-33.73884050537,0.0394125,8.916E-4,41.15,6756563033609016960,285.89169646695,25.9458,-33.73884050537,29.6808,,,,,,,,,50,0.5496,49.7,1.634,1.196,3,,,5,,false,241.807,2.80303,19.728697,,,,,,,,,,0,,,,,,,0.012884,,,19.728697,0.012884,241.807,,25.9458,29.6808,0.999,5.811437
4726,288.6090460191829,-47.310103164894535,288.60556430025,-47.31033241947,0.0017451,0.0015335,98.11,6661870725686056576,288.60556430025,1.7411,-47.31033241947,1.538,,,,,,,,,61,-0.2938,52.31,0.0,0.0,3,,,7,,false,87.2042,1.3863,20.836023,53.3892,12.8119,21.019909,46.2131,20.585983,1.142,0.433926,,,0,,,,,,,0.017479,0.260561,0.305542,20.836023,0.017479,87.2042,-0.033,1.7411,1.538,-0.0362,8.538518
4727,73.24657548058379,-71.07280803256415,73.24726301771,-71.0733616239,0.0362406,0.0181351,158.24,4654605390408924416,73.24729462786,0.8698,-71.0733602599,1.0929,0.8132,0.8814,0.9226,2.327,2.307,1.325,0.307,2.173,138,2.9281,199.18,1.738,0.5961,95,1.4941,0.2998,15,1.183,false,91.3205,0.980218,20.785946,41.0773,4.98317,21.304537,64.558,20.223019,1.157,1.081518,,,0,,,,,,,0.011975,0.131742,0.185271,20.788905,0.012006,91.0719,-0.068,21.5455,34.3228,-0.4584,2.148561
4736,194.23031666264728,-65.58215449119427,194.23017158326,-65.58211473806,0.0059204,0.0040818,28.3,5858574986564877184,194.2301137309,0.2352,-65.58212007616,0.2424,-0.114,0.3206,-0.3556,5.513,-5.381,0.284,-1.201,0.351,429,-0.6557,426.94,0.0,0.0,95,1.3224,0.0708,26,0.977,false,240.151,0.763417,19.736156,103.973,8.08672,20.29624,242.831,18.784634,1.444,1.511606,,,0,,,,,,,0.004416,0.084491,0.036785,19.734903,0.004413,240.428,0.173,4.56,5.5604,0.3027,0.25903
4738,300.3821871798182,-31.92186818226601,300.38450633765,-31.92026797399,0.0015016,0.0010151,84.68,6748928407107566336,300.38450041347,0.0728,-31.92030785479,0.0611,0.2139,0.098,2.1817,9.044,-1.131,0.093,-8.973,0.065,283,1.5413,328.43,0.223,1.291,31,,,17,1.065,false,2437.71,1.92203,17.219913,1137.58,12.4301,17.698591,1854.11,16.577557,1.227,1.121035,,,0,,,69693003844645956,,234414290,,0.002885,0.012187,0.00733,17.219913,0.002885,2437.71,-0.001,1.4981,1.0203,0.0739,9.132552
4741,27.312836937873954,58.663992114428,27.31284942175,58.66645748679,0.0020359,0.0014453,143.21,506413134241240064,27.31285702027,0.0787,58.66645483432,0.0944,0.3748,0.1307,2.8669,1.071,0.889,0.106,-0.597,0.115,410,-2.3844,355.29,0.0,0.0,31,,,23,0.917,false,1053.38,2.86231,18.130903,445.535,12.2837,18.71634,891.966,17.372025,1.27,1.344315,,,0,,,178400273128630480,1237670445149257959,,744076481,0.004037,0.030064,0.012693,18.130903,0.004037,1053.38,0.018,1.6811,1.846,-0.3178,8.875371
4742,192.68065616740358,-21.086486967069575,192.68022560655,-21.08715469862,0.0340227,0.024142,103.14,3502647912672689152,192.68016322123,1.2452,-21.08712429045,0.9858,1.8485,1.4745,1.2537,14.776,-13.097,2.128,6.842,1.528,121,-0.5055,120.74,0.0,0.0,95,1.0293,0.3136,10,0.964,false,103.206,1.45139,20.653103,47.8482,3.04384,21.13888,126.201,19.495243,1.686,1.643637,,,0,,,82691926802035783,1237651699228803748,104208226,,0.015515,0.069125,0.095916,20.650023,0.015473,103.499,0.399,33.5834,24.7494,-0.1531,2.805348
4743,243.6958411942852,-77.31225794706084,243.7003550213,-77.31455702522,0.0063173,0.0056446,50.71,5780660740692213120,243.70023259846,0.2993,-77.31457661934,0.313,-0.3736,0.3754,-0.9953,7.485,-6.049,0.374,-4.409,0.371,240,1.4588,277.08,0.841,0.8624,95,1.5581,0.0994,19,1.067,false,243.169,1.40671,19.722595,383.407,48.6682,18.87939,501.736,17.996708,3.64,0.882683,,,0,,,,,,,0.006859,0.137847,0.119544,19.726334,0.006878,242.333,2.434,6.0565,5.9236,0.1099,9.013289
4746,125.02748522640567,-41.83824847196961,125.02575226327,-41.83601604977,0.0022482,0.0018261,12.02,5527371431029833088,125.02574135867,0.0841,-41.8360057164,0.0964,0.4698,0.1067,4.4039,2.958,-1.828,0.115,2.325,0.14,397,0.3302,420.62,0.186,0.3253,31,,,27,1.011,false,935.556,1.23409,18.259693,186.995,9.93758,19.65897,1111.37,17.133245,1.388,2.525724,,,0,,,,,443107297,,0.003105,0.057767,0.010338,18.259693,0.003105,935.556,-0.023,1.8464,2.2315,0.085,9.284047
4748,11.292648523601375,-68.95561307344198,11.28710749727,-68.95688360809,0.0273638,0.0160541,38.55,4702779221054387968,11.28728510948,0.7415,-68.95689362174,0.8553,4.1566,1.0928,3.8035,14.525,14.349,1.316,-2.253,1.477,157,2.9212,215.95,2.973,2.094,95,0.6907,0.2778,16,1.17,false,92.482,0.87067,20.772224,38.3837,8.89892,21.378176,136.768,19.407936,1.894,1.97024,,,0,,,,,,,0.010586,0.251734,0.062385,20.763922,0.010511,93.1918,0.563,21.1757,23.6241,0.4784,8.498645
4752,68.8864205931036,17.657503559730714,68.88614819533,17.65991349055,0.0021972,0.0010461,71.82,3313489517072729600,68.88614819533,2.1129,17.65991349055,1.2074,,,,,,,,,171,2.8806,223.4,4.006,1.793,3,,,8,,false,84.2924,0.989323,20.872896,56.9645,7.60725,20.949532,89.1684,19.872368,1.734,1.077164,,,0,,,129190688861192399,,,,0.013038,0.14502,0.080185,20.872896,0.013038,84.2924,0.509,2.1129,1.2074,0.4339,8.725927
4754,40.82943685606453,-16.842802273087642,40.82937157048,-16.84137697061,0.012613,0.0079828,21.06,5132839484723471104,40.82946464719,0.4156,-16.84139715407,0.5707,1.0783,0.6142,1.7555,20.552,20.044,0.543,-4.541,0.747,247,-0.909,244.63,0.0,0.0,95,1.2305,0.1491,16,0.958,false,145.045,0.838362,20.283611,35.4534,7.37475,21.464397,187.294,19.066584,1.536,2.397814,,,0,,,87790408293680666,1237667245405373032,14652650,,0.006854,0.225864,0.037626,20.267755,0.006771,147.179,0.144,8.7198,12.1152,0.3027,5.136017
4756,316.1975263686083,85.7980220135158,316.21463696571,85.79922631077,1.856E-4,1.699E-4,24.24,2304016552897933952,316.21452020448,0.0087,85.7992394084,0.0097,0.2583,0.0098,26.4058,3.52,-1.924,0.011,2.947,0.011,354,-2.641,289.03,0.0,0.0,31,,,27,0.901,false,99125.4,12.0084,13.196905,42231.4,23.3498,13.774453,81065.2,12.47581,1.244,1.298643,-9.95,1.11,8,5500.0,4.5,210953162145369923,,,879017088,0.002758,0.002854,0.003815,13.196905,0.002758,99125.4,-0.003,0.1727,0.183,0.066,6.257937
4761,33.274660831970586,-54.644837586745254,33.2753740761,-54.64502919817,0.002634,0.0020444,160.93,4743592920879766784,33.27547493537,0.1178,-54.6450202659,0.1356,0.784,0.1469,5.3359,13.284,13.131,0.133,2.01,0.164,361,2.407,441.42,0.438,1.181,31,,,28,1.091,false,708.818,1.03027,18.56103,290.036,7.59768,19.182413,573.459,17.851639,1.218,1.330774,,,0,,,,,503569499,,0.003175,0.028578,0.0168,18.56103,0.003175,708.818,-0.032,2.1152,2.5775,-0.1562,1.638086
4762,307.30883561763875,-85.64469882794013,307.32409373975,-85.64227708726,0.0016642,0.0014016,33.91,6343073715827862912,307.32598108197,0.0682,-85.64241413987,0.0743,2.1898,0.0798,27.4279,44.632,32.266,0.093,-30.836,0.098,361,1.3915,412.1,0.236,0.9388,31,,,26,1.052,false,1747.29,1.61058,17.581453,440.671,9.32772,18.728256,1944.39,16.525936,1.365,2.20232,,,0,,,,,485123866,,0.002931,0.023151,0.005908,17.581453,0.002931,1747.29,0.002,1.4882,1.5871,0.1578,9.665316
4770,282.0975010426348,-18.598270639574224,282.09775685523,-18.59876117632,0.0021501,8.212E-4,97.38,4098426504460749440,282.09775685523,2.1349,-18.59876117632,0.8599,,,,,,,,,64,-1.9531,39.71,0.0,0.0,3,,,6,,false,147.87,1.59665,20.262669,,,,,,,,,,0,,,85682820977721874,,,,0.012043,,,20.262669,0.012043,147.87,,2.1349,0.8599,-0.2739,1.969861
4772,227.99624584601798,15.979230954992772,227.9952865868,15.97944935733,0.0041267,0.0027245,60.3,1184316620324876416,227.99525750927,0.1766,15.97942735795,0.1526,0.7759,0.1898,4.0874,8.004,-6.29,0.24,-4.95,0.195,228,-0.6579,216.1,0.0,0.0,95,1.442,0.0546,17,0.967,false,589.389,1.23995,18.761362,214.649,8.42632,19.50922,542.648,17.9116,1.285,1.59762,,,0,,,127172279952545846,1237667733989949715,,530190318,0.003579,0.042713,0.02118,18.758941,0.003576,590.705,0.003,3.8302,3.1275,0.3452,3.411733
4777,101.42726673092135,28.54370374315309,101.42848542084,28.54500801841,0.0218182,0.0169316,59.96,3386373565898970624,101.42845472121,0.7926,28.54498116659,0.6899,1.4722,0.9659,1.5242,8.563,-6.068,1.293,-6.042,1.138,160,0.8247,185.94,0.415,0.04643,95,1.0091,0.2234,14,1.045,false,131.815,1.43792,20.387451,54.8809,9.4579,20.989988,163.985,19.210886,1.66,1.779102,,,0,,,142251014284184631,1237673740469733229,,,0.01216,0.187131,0.047774,20.382307,0.012106,132.441,0.355,20.702,18.2796,0.2169,6.074537
4779,198.98846809549403,-43.627430991837834,198.98797302756,-43.63006390308,0.0151123,0.011879,146.54,6136371130443456000,198.98792259246,0.8105,-43.63006810596,0.7662,0.8969,1.0657,0.8416,8.268,-8.214,0.804,-0.946,0.882,187,2.981,263.56,2.373,1.39,31,,,14,1.158,false,124.388,1.04999,20.450424,51.7256,7.09708,21.05428,101.034,19.736725,1.228,1.317555,,,0,,,,,,,0.00957,0.148996,0.082197,20.450424,0.00957,124.388,-0.021,12.9474,14.2076,-0.2182,9.565865
4789,253.93421950753063,-27.926427102911354,253.93476472021,-27.92650248012,0.0042605,0.0027832,73.24,6033228800826941824,253.93474188483,0.1927,-27.92653587894,0.0997,0.2014,0.2038,0.9884,8.779,-4.54,0.259,-7.515,0.182,385,1.7465,447.65,0.342,0.6248,31,,,19,1.063,false,621.109,1.02911,18.704449,308.861,25.2501,19.114134,426.405,18.17334,1.184,0.940794,,,0,,,74482539347678491,,,,0.003291,0.088805,0.035996,18.704449,0.003291,621.109,-0.028,4.1578,2.9345,0.2355,1.755302
4790,192.45526780601108,-83.01363599851474,192.44442789838,-83.01386586279,0.0052996,0.0041757,177.17,5782777781615170944,192.44400085179,0.2114,-83.01383998787,0.2159,0.838,0.2354,3.5601,13.057,-11.687,0.258,5.822,0.33,332,-0.8853,330.11,0.0,0.0,95,1.2571,0.0666,24,0.965,false,310.536,0.898977,19.457087,98.739,6.84913,20.35232,308.159,18.525959,1.31,1.826361,,,0,,,,,408896093,,0.00418,0.075365,0.016516,19.451186,0.004167,312.229,-0.001,4.1789,5.2971,-0.0238,4.818088
4798,36.489934256907915,49.90372510831608,36.48652373384,49.90369751417,6.792E-4,4.956E-4,29.92,451491570659922944,36.48659450885,0.0223,49.90368362574,0.0264,0.6947,0.0305,22.7904,10.722,10.256,0.034,-3.125,0.04,253,1.3364,289.55,0.08,1.221,31,,,16,1.059,false,15963.1,5.1211,15.179571,7811.3,16.9267,15.606733,11660.2,14.581129,1.22,1.025604,,,0,,,167880364865835098,,,700066045,0.002777,0.00365,0.004072,15.179571,0.002777,15963.1,0.001,0.5471,0.6385,0.267,7.90849
4804,91.63175344197921,-14.870901967415406,91.63113753292,-14.86945913985,7.083E-4,5.677E-4,42.18,2993882858635915904,91.63114519777,0.0316,-14.86949958947,0.0332,0.8012,0.0435,18.4351,9.253,1.667,0.039,-9.101,0.039,388,1.2385,435.44,0.112,1.365,31,,,22,1.044,false,7306.74,2.67891,16.028057,3238.98,12.576,16.562521,5824.77,15.334699,1.24,1.227822,,,0,,,90150916311326973,,49858574,,0.002784,0.005055,0.004314,16.028057,0.002784,7306.74,0.001,0.635,0.6487,0.2168,5.618898
4805,204.50366177611696,-51.71172606086427,204.50599517104,-51.71025206896,0.0023583,0.0012849,28.54,6069091880798498688,204.50599517104,1.5948,-51.71025206896,2.1608,,,,,,,,,84,2.911,120.64,3.521,1.559,3,,,9,,false,87.5863,1.48894,20.831276,,,,,,,,,,0,,,,,,,0.018662,,,20.831276,0.018662,87.5863,,1.5948,2.1608,0.4762,7.433019
4806,271.91347761603834,-28.55952588919358,271.91341721466,-28.55930814558,0.0021583,0.0015786,87.82,4050793388983974272,271.91341780911,0.108,-28.55929537553,0.0939,0.9411,0.1484,6.3415,2.876,0.117,0.135,2.873,0.095,211,1.4438,243.47,0.156,0.3654,95,1.4723,0.0274,14,1.07,false,1730.79,2.58385,17.591755,721.247,37.0067,18.193333,1563.33,16.762766,1.32,1.430567,,,0,,,73722719134709256,,,,0.003197,0.055778,0.039339,17.591516,0.003197,1731.17,0.058,2.1575,1.5796,0.0242,0.806808
4808,88.27420816963517,3.948716087196047,88.27337732555,3.94866531382,0.0304536,0.0010181,135.08,3319787072998497280,88.27337732555,21.5176,3.94866531382,21.5744,,,,,,,,,53,-0.8446,39.6,0.0,0.0,3,,,5,,false,91.5721,1.5688,20.782959,,,,,,,,,,0,,,,,,,0.018804,,,20.782959,0.018804,91.5721,,21.5176,21.5744,-0.9978,2.989531
4809,18.034076269512823,-71.8229795318245,18.03288003356,-71.82216408277,0.0017815,0.0015807,67.41,4687537855337969920,18.03289041321,0.0846,-71.82216989912,0.0788,-0.1058,0.0935,-1.1317,1.498,0.729,0.109,-1.309,0.101,372,-0.7144,362.5,0.0,2.098E-15,31,,,26,0.973,false,1119.76,1.18227,18.064552,494.054,8.20099,18.604105,869.643,17.399544,1.218,1.204561,,,0,,,,,498505499,,0.002984,0.018237,0.008038,18.064552,0.002984,1119.76,-0.019,1.7533,1.6119,0.0847,3.228418
4810,61.776719526907804,45.681536666048856,61.77940615162,45.68331268526,0.0015984,0.0010624,67.37,233517341826330880,61.77943179631,0.0721,45.68329185822,0.0421,1.1551,0.0886,13.0321,6.181,4.031,0.095,-4.686,0.074,627,1.5229,708.74,0.139,0.7301,31,,,17,1.043,false,2469.92,1.43145,17.205658,759.607,6.05058,18.13707,2466.82,16.26755,1.306,1.86952,,,0,,,162820617794270619,,,679102904,0.002826,0.009087,0.004523,17.205658,0.002826,2469.92,-0.011,1.5309,1.1575,0.2858,9.302541
4817,278.14441860040546,-46.9908699355061,278.14430635141,-46.98990371506,0.0121391,0.0089073,64.69,6708272796439512832,278.14437938451,0.6143,-46.9899398815,0.5803,-0.2072,0.7203,-0.2877,13.851,11.209,0.716,-8.137,0.577,275,2.0686,359.77,2.382,2.429,95,1.1389,0.1624,17,1.089,false,130.097,0.797186,20.401697,43.7929,9.55705,21.235033,175.518,19.137093,1.686,2.09794,,,0,,,,,,,0.007201,0.23696,0.035369,20.391176,0.007142,131.364,0.337,11.6156,9.5799,0.2363,3.489298
4819,73.11966576437315,-65.59036103022088,73.12201342005,-65.59190863866,0.0079826,0.0058399,171.71,4662966386053292544,73.12203499493,0.3406,-65.59190858396,0.363,0.4034,0.3547,1.1372,2.006,2.006,0.364,0.012,0.496,308,-0.8994,292.68,0.0,2.313E-15,95,1.4545,0.1028,24,0.963,false,197.975,0.62139,19.94584,99.9355,6.64211,20.339243,137.904,19.398956,1.201,0.940287,,,0,,,,,,,0.004382,0.072216,0.038365,19.949442,0.004391,197.319,-0.01,5.8923,7.944,-0.0903,6.575593
4827,120.13693243858361,-23.580744449635617,120.1382492478,-23.58003928192,0.0034726,0.002673,171.07,5699045774975319680,120.13823850968,0.1572,-23.58003307481,0.1735,0.5731,0.2558,2.2404,2.618,-2.214,0.165,1.397,0.217,486,-0.3507,488.4,0.0,0.0,95,1.4304,0.0483,23,0.988,false,355.087,0.741318,19.311531,145.886,5.49421,19.928507,314.819,18.502745,1.297,1.425762,,,0,,,79701201382354267,,45415725,,0.003568,0.040985,0.019688,19.311349,0.003568,355.146,0.036,2.6951,3.4555,-0.0809,5.031972
4831,225.28857218322528,-19.689334967795844,225.29026128508,-19.6897063963,0.0052312,0.0031195,132.26,6256979206594624512,225.29029326258,0.1958,-19.68973931194,0.1995,-0.0126,0.2541,-0.0495,10.037,6.774,0.273,-7.406,0.262,172,-1.7527,142.6,0.0,0.0,31,,,13,0.904,false,614.467,1.37632,18.716122,329.716,10.9746,19.043192,389.464,18.271727,1.17,0.771465,,,0,,,84372252902962671,,,,0.003675,0.036246,0.025459,18.716122,0.003675,614.467,-0.027,4.4033,4.208,-0.4737,5.879311
4832,27.199708921565858,-72.7201687974317,27.19360088342,-72.71834055611,0.0027382,0.0022498,70.87,4686722155107421568,27.19362027913,0.1271,-72.71834563416,0.1118,-0.0902,0.1356,-0.6651,1.728,1.296,0.167,-1.143,0.144,338,-0.3775,336.53,0.0,0.0,31,,,27,0.984,false,654.389,1.10528,18.647776,314.493,9.5055,19.094515,473.889,18.058704,1.205,1.035811,,,0,,,,,498675706,,0.00331,0.032935,0.019465,18.647776,0.00331,654.389,-0.015,2.69,2.3072,0.1216,9.272761
4834,236.56918696120542,-44.02739135271637,236.56918100161,-44.02713506424,0.0182041,0.0131771,77.06,5989312450976731904,236.56914935475,0.8892,-44.02716080364,0.5317,-0.6403,1.105,-0.5795,7.73,-5.12,1.124,-5.791,0.863,259,0.3278,274.38,1.094,0.4444,95,1.3903,0.16,14,1.013,false,123.41,0.810017,20.458988,56.8762,6.48102,20.951216,82.5135,19.956583,1.129,0.994633,,,0,,,,,,,0.00764,0.123751,0.072652,20.462393,0.007661,123.024,-0.087,17.9854,13.4741,0.1421,0.922767
4835,279.98577479782915,-3.5192494530618035,279.98470199088,-3.51917294575,0.0099882,0.0078843,74.39,4258530687558534784,279.98468673462,0.5012,-3.51920488872,0.4699,-0.7171,0.6055,-1.1844,7.962,-3.426,0.615,-7.187,0.502,184,1.3011,227.34,1.306,0.9605,95,1.1514,0.1518,14,1.068,false,172.789,1.0509,20.093576,27.5655,6.6405,21.737629,236.743,18.812202,1.53,2.925427,,,0,,,103772799846937331,,278944736,,0.007155,0.261568,0.026048,20.069033,0.007019,176.739,0.06,9.8511,8.055,0.1228,3.864649
4836,99.04650343555959,11.747066577556708,99.04887348942,11.74697703951,0.0039347,0.003357,81.11,3352107041203685888,99.04886187075,0.2095,11.74697519632,0.2,0.1743,0.2351,0.7413,2.593,-2.559,0.24,-0.415,0.204,154,1.515,183.49,0.0,0.0,31,,,13,1.087,false,755.203,2.38096,18.492207,293.662,12.6182,19.168922,657.743,17.702755,1.26,1.466167,,,0,,,122090990488576852,,,509090819,0.004394,0.046736,0.025941,18.492207,0.004394,755.203,-0.006,3.9219,3.372,0.0486,8.359713
4839,103.86500983160771,58.59219179644748,103.86657624816,58.59204121498,0.0038203,0.0020679,146.13,1002356242022352640,103.86657624816,2.7352,58.59204121498,3.3748,,,,,,,,,333,202.3714,80727.09,26.027,2521.0,3,,,13,,false,69.3262,0.718851,21.085123,177.976,9.63285,19.712639,479.643,18.0456,9.486,1.667038,,,0,,,178311038664991167,,,743211376,0.01159,0.058831,0.036403,21.085123,0.01159,69.3262,8.195,2.7352,3.3748,-0.5173,2.988269
