Star Number,RA (Decimal Degrees),DEC (Decimal Degrees),ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
4558,196.006690463687,-61.43255316006841,196.00991937466,-61.43142417537,0.0030483,0.0021881,25.73,5863539723877399296,196.00980279287,0.1111,-61.43143960773,0.1175,0.4164,0.1602,2.599,13.016,-12.544,0.147,-3.472,0.18,516,-0.4893,573.98,0.225,0.2957,95,1.21,0.0346,28,0.984,false,589.679,0.865605,18.760828,89.5917,4.92648,20.457872,764.323,17.539703,1.448,2.918169,,,0,,,,,336749405,,0.003183,0.059768,0.009116,18.73639,0.003165,603.102,-0.021,2.3742,2.9057,0.2554,6.886039
4559,330.052223256189,43.43273014756835,330.04934236134,43.43251673985,0.0026833,0.001444,42.89,1960981255886167936,330.04934236134,2.1106,43.43251673985,2.1979,,,,,,,,,83,0.6983,86.34,1.952,0.3194,3,,,10,,false,74.7538,1.20697,21.003284,59.8261,8.29015,20.896317,66.6782,20.187937,1.692,0.70838,,,0,,,160113300493929703,1237672024633115851,,,0.017745,0.150477,0.244081,21.003284,0.017745,74.7538,0.5,2.1106,2.1979,0.5499,7.570492
4560,163.6161966359681,-51.199768005852356,163.61261509592,-51.19998220343,0.0270935,0.0141171,49.12,5360187118910399104,163.61259709821,0.7505,-51.199976644,0.7763,-0.7858,1.0381,-0.7569,2.829,-2.537,1.402,1.251,1.307,223,0.4803,250.57,0.0,0.0,31,,,18,1.022,false,97.3139,0.919802,20.71693,41.5397,5.75231,21.292385,77.5369,20.024124,1.224,1.268261,,,0,,,,,,,0.010626,0.150376,0.104972,20.71693,0.010626,97.3139,-0.02,22.4724,20.6964,0.569,8.115882
4563,75.4566895986796,-68.00534034104304,75.45741177005,-68.00617521302,0.0034036,0.0029132,30.83,4661456030765230976,75.45743351521,0.1454,-68.00617629675,0.1658,-0.1035,0.1479,-0.6999,1.848,1.832,0.19,-0.244,0.2,328,-0.2423,330.05,0.0,0.0,31,,,25,0.989,false,516.144,1.09748,18.905441,208.929,4.92696,19.538546,383.878,18.287413,1.149,1.251133,,,0,,,,,496268763,,0.003595,0.025755,0.016419,18.905441,0.003595,516.144,-0.093,3.0497,3.2819,0.1362,3.159318
4568,328.2730194842959,-10.43489559173409,328.27391867649,-10.43604705312,0.0024902,0.0012992,55.88,2617000367468357120,328.27388863391,0.0999,-10.43605766621,0.1047,0.5666,0.1396,4.0578,7.064,-6.648,0.136,-2.388,0.106,286,0.7474,311.38,0.0,0.0,31,,,15,1.03,false,1468.04,1.46368,17.770525,664.97,16.1664,18.281538,1188.01,17.06085,1.262,1.220688,,,0,,,95473282739117196,,5099560,,0.00296,0.026543,0.009825,17.770525,0.00296,1468.04,0.024,2.1866,1.763,0.5437,5.226679
4586,345.88804815190673,85.15247970076103,345.89121331875,85.1539710942,0.0109621,0.0087836,159.48,2300845488347418368,345.89124406081,0.4153,85.15397010548,0.4296,-0.2509,0.4731,-0.5303,0.625,0.584,0.561,-0.222,0.662,263,1.8492,319.51,0.916,0.4735,95,1.3806,0.1326,22,1.081,false,153.167,0.786304,20.224451,44.8961,7.09801,21.208021,142.126,19.366213,1.221,1.841808,,,0,,,210183458911385617,,,,0.006218,0.171676,0.04815,20.218298,0.006189,154.038,-0.092,9.0794,10.7184,-0.1451,5.454651
4588,169.10045239633573,-49.09854307923153,169.09772294718,-49.09742987324,0.0022025,0.0016382,51.01,5373997259836805376,169.09769899072,0.0929,-49.09742257058,0.0986,0.5714,0.144,3.968,3.893,-3.529,0.124,1.643,0.118,447,1.5114,508.63,0.187,0.2907,31,,,25,1.05,false,853.389,1.08828,18.359499,405.575,6.84338,18.818365,622.485,17.762573,1.205,1.055792,,,0,,,,,411471587,,0.003084,0.018531,0.012534,18.359499,0.003084,853.389,-0.017,1.9983,1.8819,0.2818,7.579815
4589,197.14067742279903,-16.719407900656506,197.13981408285,-16.72144146591,0.0118954,0.0082999,106.29,3512255754511946496,197.13980468538,0.4703,-16.72145115861,0.363,0.0794,0.508,0.1563,2.976,-2.025,0.726,-2.181,0.549,175,-0.0317,178.47,0.0,0.0,31,,,14,0.996,false,226.263,1.15865,19.800835,119.123,11.0746,20.148556,131.542,19.450235,1.108,0.69832,,,0,,,87931971397714618,,105413167,,0.006205,0.100977,0.091973,19.800835,0.006205,226.263,-0.084,11.6527,8.6373,-0.1943,7.902839
4591,133.1962888706288,-80.2818166648701,133.19492333443,-80.2811041829,8.942E-4,8.023E-4,127.52,5196693175831817600,133.19465898806,0.042,-80.28106656004,0.0412,0.4746,0.0423,11.2096,13.133,-10.041,0.053,8.465,0.052,349,-1.4269,320.34,0.0,0.0,31,,,27,0.945,false,3901.14,2.16017,16.709387,1930.59,12.7699,17.124317,2875.0,16.1013,1.232,1.023018,,,0,,,,,461963785,,0.00282,0.007705,0.00724,16.709387,0.00282,3901.14,0.013,0.8613,0.8376,-0.1043,2.695838
4598,124.47270072309988,-79.2859670462084,124.45974262559,-79.2854648192,0.0062483,0.0057136,143.48,5208871327965354240,124.45964460711,0.257,-79.28540236634,0.2776,-0.2633,0.2643,-0.9961,14.638,-4.1,0.369,14.052,0.373,281,4.3527,416.91,1.355,3.199,95,1.3129,0.0744,22,1.19,false,318.214,0.994704,19.430569,118.45,7.53258,20.154705,339.333,18.42133,1.439,1.733376,,,0,,,,,462282744,,0.004372,0.069102,0.022219,19.426141,0.004361,319.514,0.139,5.9086,6.0643,-0.0854,8.859075
4601,333.20873856454205,47.97937917985689,333.20790812555,47.9779036335,0.0073566,0.006185,63.22,1975611396260636672,333.20781283257,0.3377,47.97779940033,0.3279,3.3469,0.3898,8.5853,27.496,-14.353,0.437,-23.452,0.395,396,2.5798,524.94,1.958,3.897,95,1.1435,0.1031,27,1.093,false,199.615,0.688525,19.936886,31.45,3.56256,21.59449,273.901,18.653912,1.53,2.940579,,,0,,,165573332078314085,,,,0.004649,0.12302,0.016928,19.912125,0.004582,204.219,0.058,7.1344,6.4401,0.1389,5.676441
4605,122.1223034122046,-88.90873873874092,122.21156728463,-88.91050912062,6.403E-4,5.728E-4,142.23,5188275624047278208,122.21379730321,0.0282,-88.91047549236,0.0328,0.6233,0.0336,18.5284,12.177,9.54,0.038,7.567,0.038,361,27.1455,1739.04,0.316,28.93,31,,,26,2.173,false,21066.7,11.6589,14.878374,10725.3,14.532,15.262519,15601.5,14.264977,1.25,0.997541,,,0,,,,,462103596,,0.00282,0.003154,0.003918,14.878374,0.00282,21066.7,0.033,0.599,0.6158,-0.1075,8.832592
4606,87.29030489450216,45.65012657338835,87.29221909776,45.65083130263,0.0043704,0.0032507,98.88,197670131724751232,87.29223221301,0.2166,45.65080267873,0.1976,0.6159,0.2594,2.3742,6.763,2.063,0.27,-6.44,0.198,312,-0.5778,305.31,0.0,0.0,31,,,19,0.976,false,405.792,1.0465,19.166609,125.776,8.31995,20.089544,384.957,18.284363,1.259,1.805182,,,0,,,162780872922391641,1237653742021640317,,679173946,0.003928,0.071874,0.02435,19.166609,0.003928,405.792,-0.05,4.3471,3.2818,-0.0912,5.444379
4607,317.02308024836896,-19.435267311538965,317.02258891297,-19.4327255425,0.0106822,0.0072004,58.36,6833310388324277632,317.02256093276,0.5131,-19.43275865445,0.414,-0.0224,0.5961,-0.0377,9.526,-5.937,0.6,-7.45,0.505,271,0.0207,284.0,0.0,0.0,31,,,17,1.0,false,183.446,0.850014,20.028597,103.196,9.54018,20.304384,122.64,19.526316,1.231,0.778069,,,0,,,84683170225641115,,,,0.005736,0.100412,0.063186,20.028597,0.005736,183.446,0.033,9.8474,8.3057,0.34,9.30116
4609,252.27723536918268,-29.77321603398225,252.27612723223,-29.7731191481,0.0450778,0.0209818,107.26,6031146978638876288,252.27611437751,1.1425,-29.77313965469,0.5372,1.8257,1.4519,1.2575,5.253,-2.511,2.728,-4.614,1.489,255,0.0937,280.78,1.438,0.5655,95,1.2378,0.2157,12,1.003,false,103.134,0.814568,20.65386,36.3333,7.59369,21.43778,131.192,19.453125,1.624,1.984655,,,0,,,72272522760672568,,,,0.009007,0.226937,0.060934,20.645311,0.008943,103.95,0.292,43.4965,24.0895,-0.4304,3.480221
4616,244.22816108966782,-43.42668642744481,244.22900473596,-43.42706299958,0.0031269,0.0021009,97.18,5992399875313432832,244.22897128048,0.158,-43.42707953047,0.108,0.6711,0.2024,3.3153,6.612,-5.467,0.192,-3.719,0.134,382,-2.1518,334.43,0.0,0.0,31,,,17,0.922,false,836.86,1.20165,18.380735,269.789,7.42552,19.26098,815.667,17.469112,1.297,1.791868,,,0,,,,,339980373,,0.003166,0.030013,0.01302,18.380735,0.003166,836.86,-0.01,3.1135,2.1208,-0.1008,2.589018
4618,243.73267812321822,17.23885683909556,243.73314607496,17.24156602269,0.0022269,0.0013918,33.94,1198788972191068544,243.73314607496,1.6968,17.24156602269,2.0043,,,,,,,,,113,20.8905,795.34,4.368,10.87,3,,,8,,false,83.7343,1.04224,20.880108,63.7596,11.5296,20.827179,78.8731,20.005573,1.703,0.821606,,,0,,,128692437331400415,1237665534932878141,,,0.013792,0.196352,0.180941,20.880108,0.013792,83.7343,0.502,1.6968,2.0043,0.4116,9.884881
4619,332.9107661213207,56.623753928685375,332.91061418198,56.62377710034,0.0059505,0.0053235,77.84,2198401760916357888,332.91058957264,0.2808,56.62376544166,0.274,0.3358,0.3279,1.0241,4.02,-3.046,0.368,-2.623,0.333,326,0.6525,354.79,0.633,0.4497,95,1.3327,0.0848,24,1.025,false,223.716,0.740645,19.813124,46.0738,5.10192,21.179909,257.647,18.720335,1.358,2.459574,,,0,,,175943329106329215,,,,0.004529,0.12026,0.034175,19.796177,0.004485,227.235,-0.043,5.9241,5.3529,0.0459,0.312262
4620,79.75285200733754,-69.08793779959218,79.75294572514,-69.0881809239,0.0038454,0.0031406,10.91,4658278751433559424,79.75296803481,0.1655,-69.08817949775,0.1937,-0.1503,0.1862,-0.8071,1.82,1.792,0.196,0.321,0.238,290,1.1085,326.38,0.519,0.7637,31,,,23,1.046,false,475.563,1.11282,18.994347,190.531,14.9876,19.638626,287.121,18.602732,1.004,1.035894,,,0,,,,,,,0.003748,0.085452,0.038104,18.994347,0.003748,475.563,-0.216,3.1685,3.8224,0.0755,0.883493
4623,250.5577414425968,43.40203252811182,250.5570638228,43.40094066194,0.0052235,0.0035367,30.2,1357611674475697024,250.55705691634,0.1823,43.40094871001,0.2278,-0.1505,0.2021,-0.7447,2.134,-1.129,0.25,1.811,0.297,343,0.1249,355.0,0.0,0.0,95,1.4084,0.0589,25,1.004,false,367.287,0.944723,19.274853,144.709,13.5954,19.937305,328.73,18.455797,1.289,1.481508,,,0,,,160082505571041788,1237671934428971331,,668245676,0.003923,0.102043,0.021433,19.273986,0.003922,367.58,0.021,4.0308,4.8524,0.3284,4.311832
4624,354.83610041774904,64.77417363138122,354.84010024998,64.77457836161,0.0035225,0.0024365,139.29,2017407436705040768,354.8400681642,0.132,64.77457744808,0.1505,0.3866,0.1617,2.3902,3.084,-3.077,0.185,-0.206,0.193,364,1.2257,426.98,0.0,0.0,95,1.286,0.0445,26,1.045,false,518.514,0.96912,18.900467,133.959,8.11192,20.021114,610.149,17.784306,1.435,2.236809,,,0,,,185733548400810241,,,774310075,0.003422,0.065806,0.013991,18.887481,0.003408,524.752,0.067,2.9477,3.1073,-0.3493,6.307387
4626,131.3606621671131,-59.59218931984012,131.36103094488,-59.59336367723,0.0064265,0.0047454,125.08,5302477395704729088,131.36099498664,0.2402,-59.59333489157,0.2337,0.0897,0.2512,0.3573,7.663,-4.095,0.374,6.477,0.335,294,-0.7519,283.59,0.0,0.0,31,,,21,0.968,false,298.923,0.772583,19.49847,134.587,4.74003,20.016033,199.968,18.995495,1.119,1.020538,,,0,,,,,,,0.003933,0.03834,0.027171,19.49847,0.003933,298.923,-0.1,5.9243,5.3593,-0.2782,4.280754
4627,223.98334111031605,-48.38596440140365,223.98578321076,-48.38641208677,0.0097599,0.0081578,81.24,5904948950981911680,223.98578434591,0.4269,-48.38645985902,0.3456,0.1594,0.5292,0.3013,10.75,0.17,0.601,-10.749,0.515,210,-0.0536,212.67,0.0,0.0,95,1.3573,0.1303,14,0.996,false,197.807,0.881266,19.946766,80.0228,14.2542,20.580507,184.128,19.085094,1.335,1.495413,,,0,,,,,,,0.005567,0.193418,0.109281,19.945722,0.005563,197.997,0.066,9.7257,8.1984,0.0542,6.056892
4631,72.0380695273352,-70.15412743524531,72.03890440287,-70.15484150012,0.0267224,0.0158864,146.37,4654950392254379136,72.038904119,0.9108,-70.15481726509,1.1859,0.7365,1.0338,0.7124,5.453,-0.022,1.249,5.453,1.527,174,6.1734,324.15,4.576,6.273,95,1.3858,0.2774,15,1.353,false,116.383,1.14424,20.522646,60.0417,6.16413,20.89241,102.186,19.724415,1.394,1.167996,,,0,,,,,,,0.011024,0.111501,0.081406,20.525012,0.011047,116.129,0.161,19.8493,23.9264,-0.4483,2.765728
4633,328.8617799996043,-44.282605534497456,328.86445972027,-44.28271718682,0.0041251,0.0033553,59.42,6565027283403477888,328.86448480897,0.2049,-44.28274877802,0.1531,0.3687,0.2932,1.2575,8.177,4.041,0.245,-7.108,0.218,429,0.0277,445.58,0.0,0.0,31,,,21,1.0,false,375.775,0.869147,19.250048,198.276,4.87939,19.595366,239.7,18.798727,1.166,0.796639,,,0,,,,,488519846,,0.003728,0.026864,0.03496,19.250048,0.003728,375.775,-0.034,3.9403,3.5704,0.1793,6.918009
4634,241.69102213229695,-28.676433203846948,241.69194569411,-28.67438906499,0.0062422,0.0038437,88.79,6041906318375625472,241.69193962637,0.2771,-28.67440945531,0.1739,0.0519,0.3251,0.1596,4.742,-1.198,0.389,-4.588,0.248,569,-0.1157,580.77,0.0,0.0,95,1.4721,0.0495,18,0.996,false,375.395,0.777807,19.251146,180.094,6.2869,19.699795,264.454,18.692019,1.184,1.007776,,,0,,,73592416919651024,,,,0.003557,0.038005,0.02334,19.254494,0.003561,374.239,-0.033,6.2413,3.8451,0.0212,7.915967
4640,258.141562958317,-78.32134685924574,258.13668995491,-78.32286462103,0.0010097,8.824E-4,30.2,5777179205846896512,258.13678195003,0.0477,-78.32291598396,0.0465,0.5654,0.057,9.9279,12.293,4.189,0.056,-11.557,0.06,399,0.2986,418.11,0.115,0.5094,31,,,28,1.01,false,2794.76,1.66932,17.071507,1371.33,9.44799,17.495687,1990.09,16.500713,1.203,0.994974,,,0,,,,,408354452,,0.002831,0.007984,0.006616,17.071507,0.002831,2794.76,-0.014,0.9163,0.9791,0.1168,6.516369
4645,343.63409604532757,75.82294933069431,343.63550755402,75.82307685369,0.0064043,0.0014136,65.23,2281089639514746112,343.63550755402,5.8451,75.82307685369,2.9745,,,,,,,,,60,0.0215,54.56,0.0,0.0,3,,,6,,false,66.8574,1.1653,21.124493,33.1255,5.62389,21.538136,51.527,20.467808,1.266,1.070328,,,0,,,198983436354768462,,,,0.019123,0.184352,0.300728,21.124493,0.019123,66.8574,0.043,5.8451,2.9745,0.8537,1.326507
4648,78.85456021663013,20.529669731309284,78.854225853,20.52895267103,0.003676,0.0025476,93.93,3413862795405078272,78.85422814549,0.178,20.52891834989,0.1141,0.977,0.1803,5.418,7.737,0.483,0.226,-7.722,0.155,427,-1.2375,438.11,0.0,1.959E-15,95,1.2487,0.03,18,0.957,false,816.342,1.18789,18.407686,213.162,8.21627,19.51677,902.569,17.359194,1.367,2.157576,,,0,,,132630788542075278,,,553046418,0.003176,0.041942,0.013361,18.396111,0.003168,825.092,0.01,3.6715,2.5541,-0.0513,2.816814
4649,165.9891556334195,-53.00641643477761,165.98921459298,-53.00677851763,0.0041422,0.0035578,70.55,5347443985320006656,165.98916641486,0.1919,-53.00677957634,0.1966,-0.0074,0.2778,-0.0266,6.527,-6.523,0.253,-0.238,0.226,457,0.332,482.49,0.0,0.0,31,,,27,1.01,false,307.778,0.729108,19.466772,116.861,4.21238,20.169369,261.028,18.706177,1.228,1.463192,,,0,,,,,418018293,,0.003769,0.039236,0.019786,19.466772,0.003769,307.778,-0.038,4.0815,3.6272,0.0954,1.30974
4651,343.1297183549842,-37.829799302885405,343.13070338911,-37.83158536313,0.0066523,0.0045351,37.99,6547777354713315456,343.1307132422,0.2633,-37.83157163216,0.3099,1.0395,0.3759,2.7653,3.551,1.751,0.336,3.089,0.363,285,1.483,359.0,1.022,1.673,95,1.1743,0.0777,19,1.062,false,304.49,1.04492,19.478436,68.2715,5.89372,20.752943,339.498,18.420801,1.339,2.332142,,,0,,,,,,,0.004634,0.093771,0.028846,19.463748,0.004594,308.637,-0.043,5.4351,5.9397,0.3559,7.013355
4652,9.64467489533273,33.55143772859259,9.6426162119,33.55131485369,0.0023579,0.0017123,53.66,361922188066526464,9.64260461741,0.1138,33.55130140588,0.1083,0.3996,0.1744,2.291,3.726,-2.174,0.132,-3.026,0.119,455,-1.3012,429.18,0.0,3.79E-15,31,,,17,0.956,false,843.638,1.11049,18.371977,374.516,7.66411,18.904867,657.461,17.70322,1.223,1.201647,,,0,,,148260096425662191,1237680479807406286,,618006554,0.003104,0.022393,0.014024,18.371977,0.003104,843.638,-0.013,2.1534,1.9633,0.2967,6.192294
4653,285.6085653145339,24.949451114633064,285.60777407994,24.94959113228,0.0023436,0.0016605,157.87,4533872141718534912,285.60777407994,1.7735,24.94959113228,2.2592,,,,,,,,,64,2.8006,94.04,3.434,0.8236,3,,,7,,false,69.5797,1.34651,21.08116,36.8214,9.77683,21.42329,65.78,20.20266,1.475,1.220631,,,0,,,,,,,0.021191,0.288298,0.193176,21.08116,0.021191,69.5797,0.236,1.7735,2.2592,-0.2382,2.631358
4656,227.33951063529256,-44.31251601361497,227.33774920938,-44.31405095138,0.0026876,0.0022437,163.19,6003387638611380992,227.33770830721,0.0949,-44.31408245422,0.1066,0.184,0.1354,1.3582,9.675,-6.585,0.143,-7.088,0.169,230,-0.5373,222.39,0.0,0.0,31,,,14,0.973,false,1378.33,1.71288,17.838982,631.194,9.23734,18.338135,1078.25,17.166098,1.24,1.172037,,,0,,,,,310341517,,0.003068,0.016133,0.007392,17.838982,0.003068,1378.33,0.007,2.2841,2.6533,-0.1,7.1499
4657,113.99485950550505,5.533631903700382,113.99348112422,5.53248973311,0.0054203,0.0036491,118.48,3138414654243882240,113.99347445086,0.2504,5.53248504909,0.221,-0.1063,0.3169,-0.3353,1.829,-1.495,0.313,-1.054,0.257,219,-0.7306,205.54,0.0,0.0,95,1.4481,0.072,14,0.963,false,398.77,1.23223,19.185562,159.124,6.24156,19.8342,339.449,18.42096,1.25,1.41324,,,0,,,114631139934889410,,,,0.004341,0.042679,0.038215,19.185528,0.004341,398.782,-0.01,5.0723,4.1192,-0.3222,6.426605
4658,242.56956432027135,-53.46868507660223,242.5689287405,-53.46915881552,0.0012144,8.347E-4,86.36,5933025633363194368,242.56889436906,0.048,-53.46918684472,0.0311,0.3553,0.0689,5.1599,7.808,-4.603,0.075,-6.307,0.053,593,-1.2265,571.27,0.0,0.0,31,,,22,0.964,false,3095.27,1.51776,16.960619,1111.22,6.49808,17.724045,2879.54,16.099586,1.289,1.624458,,,0,,,,,351111524,,0.002806,0.006935,0.004775,16.960619,0.002806,3095.27,0.004,1.2131,0.8365,0.0486,2.182578
4660,49.031317942911585,34.223885309977746,49.03267077954,34.22545629923,7.638E-4,3.967E-4,104.1,137549630484582656,49.03264023481,0.0374,34.22546175575,0.0216,1.2394,0.0341,36.3039,5.814,-5.682,0.047,1.228,0.027,180,-0.7171,167.39,0.0,0.0,95,1.5159,0.0077,11,0.96,false,21581.9,10.5512,14.852144,,,,,,,,,,0,,,,,,622036838,0.002806,,,14.852144,0.002806,21581.9,,0.7471,0.4274,-0.3153,6.942703
4661,301.08952197487787,-18.608835164183247,301.09011629454,-18.6064644366,0.016492,0.0104055,80.61,6867542072243555200,301.09002497693,0.7114,-18.60652500558,0.5503,-0.2411,0.8091,-0.298,23.768,-19.473,1.015,-13.628,0.669,259,0.945,286.3,1.267,0.4403,95,1.6622,0.1799,18,1.041,false,119.34,0.818401,20.495403,63.247,7.14509,20.835941,94.5659,19.80856,1.322,1.027382,,,0,,,85673010900592564,,295997593,,0.007939,0.122689,0.095841,20.498658,0.00796,118.983,0.103,16.3593,10.6128,0.1518,8.77219
4662,272.02951314346393,-63.311699946546014,272.03038027088,-63.31333708907,0.0104195,0.0086769,17.01,6630769591892366080,272.03036557025,0.4806,-63.31336070274,0.4944,1.1922,0.8339,1.4297,5.517,-1.485,0.555,-5.313,0.64,499,1.4633,557.51,0.0,0.0,95,1.831,0.1495,20,1.046,false,108.736,0.565607,20.596434,51.6509,5.7881,21.055847,85.1377,19.92259,1.258,1.133257,,,0,,,,,,,0.006284,0.121702,0.07464,20.599055,0.006296,108.474,0.028,8.8395,10.2818,0.1024,6.058175
4663,282.8576029354101,27.15042362211797,282.85973397081,27.15105454185,0.0030102,0.002527,0.49,4538168449042741120,282.85971223809,0.1165,27.15102190995,0.1518,0.4518,0.1833,2.465,8.535,-4.351,0.157,-7.342,0.186,499,14.2349,1160.52,1.494,20.25,95,1.3622,0.0391,27,1.485,false,833.571,1.97395,18.38501,,,,,,,,,,0,,,,,,,0.003769,,,18.38501,0.003769,833.571,,2.5271,3.0102,0.003,7.194318
4664,172.9570337988861,-84.55311830906463,172.94116662478,-84.55137925223,0.00618,0.0055352,115.86,5191077759494420096,172.94034553236,0.2809,-84.55136668684,0.2721,0.2132,0.3228,0.6604,17.769,-17.542,0.377,2.827,0.353,294,1.3297,336.82,0.979,1.335,95,1.3802,0.0854,26,1.055,false,279.822,0.914821,19.570164,101.943,5.69985,20.317646,233.61,18.826666,1.199,1.49098,,,0,,,,,461801643,,0.004493,0.06077,0.035709,19.569177,0.004491,280.076,-0.07,6.0626,5.6636,-0.0863,8.28278
4665,85.77563951309718,78.26856459036631,85.77115017053,78.26802693775,0.0154501,0.0100473,156.55,552473707848388864,85.77178676898,0.516,78.26786895453,0.6208,-0.4886,0.6813,-0.7171,45.954,29.124,0.694,-35.546,0.907,263,1.7549,321.55,1.929,1.387,95,0.9795,0.1732,21,1.077,false,120.801,0.779024,20.482195,41.2518,6.01071,21.299936,115.767,19.588938,1.3,1.710999,,,0,,,201920857714532332,,,,0.007524,0.158225,0.089461,20.47811,0.0075,121.256,0.003,11.0802,14.7269,-0.3083,3.813791
4668,316.7174783059078,-62.42018473140345,316.71755143579,-62.41931336979,0.0057755,0.0049865,169.75,6450244595952314368,316.71760357776,0.2073,-62.41933285851,0.2758,0.8919,0.3877,2.3008,6.981,5.432,0.308,-4.385,0.353,736,0.7979,849.62,0.737,0.7304,95,1.1843,0.063,27,1.02,false,209.774,0.557484,19.882986,61.3548,4.74943,20.868921,241.907,18.788773,1.446,2.080149,,,0,,,,,,,0.00399,0.084092,0.023779,19.872778,0.00397,211.756,0.1,5.0134,5.7522,-0.0515,3.139269
4671,310.7510591192148,40.36501778576039,310.75139892318,40.36664541987,5.028E-4,4.605E-4,146.05,2066028321921104000,310.75141958153,0.0201,40.36665934271,0.0227,0.7606,0.0261,29.1769,4.728,3.541,0.029,3.133,0.03,379,3.9425,3501.95,0.257,82.0,31,,,28,1.147,false,192175.0,70.9305,12.478128,19400.2,33.0323,14.619024,276335.0,11.144304,1.539,3.47472,-58.16,0.22,14,4500.0,3.0,156443107514510754,1237663199005901094,,652411940,0.002784,0.003347,0.003828,12.478128,0.002784,192175.0,-0.011,0.4741,0.49,-0.0812,5.93315
4677,287.8733167595865,30.1316439882185,287.87524004837,30.1316727923,0.0022434,0.0018863,12.1,2039352348768100096,287.8752316516,0.0891,30.13165408992,0.1163,0.2055,0.1385,1.484,4.514,-1.634,0.118,-4.208,0.137,452,-1.4392,421.94,0.0,0.0,31,,,27,0.952,false,713.664,1.02016,18.55363,338.384,5.60986,19.015017,531.977,17.933163,1.22,1.081854,,,0,,,144152878752508614,,,601295771,0.003162,0.018215,0.01294,18.55363,0.003162,713.664,-0.005,1.9034,2.2289,0.0712,5.989148
4682,278.8389333228939,-79.7254013569379,278.84246343207,-79.72350908716,0.00196,0.0014216,67.05,6363813047749787520,278.84246343207,1.888,-79.72350908716,1.5159,,,,,,,,,86,1.7581,104.71,4.115,2.397,3,,,10,,false,73.387,1.17839,21.02332,32.8151,10.7629,21.548359,74.4071,20.06886,1.461,1.4795,,,0,,,,,,,0.01765,0.356118,0.115388,21.02332,0.01765,73.387,0.193,1.888,1.5159,0.2284,7.179467
4683,66.92226346798611,71.47289223896033,66.91875680156,71.47430213954,0.0050169,0.0040944,170.99,500362835286378112,66.91876256,0.2115,71.47429828336,0.241,0.2799,0.3228,0.8672,0.96,0.412,0.254,-0.868,0.309,564,0.4768,614.1,0.58,0.4393,95,1.2612,0.0699,31,1.014,false,198.055,0.59256,19.945404,66.8164,3.7254,20.776335,169.91,19.172348,1.195,1.603987,,,0,,,193760669187469988,,,,0.00426,0.0606,0.030725,19.942893,0.004254,198.513,-0.088,4.1195,4.9963,-0.0632,6.469283
4684,292.55528588087583,-30.030562261682725,292.5559315672,-30.0286037954,0.0029184,0.0020107,53.6,6752396713455665024,292.55595309624,0.1345,-30.02861800148,0.13,0.5145,0.1509,3.4102,5.273,4.194,0.162,-3.196,0.145,203,29.6908,1618.98,1.084,62.29,95,1.4894,0.0365,17,2.82,false,5334.59,7.43651,16.369616,3721.15,55.6211,16.41185,6136.0,15.278182,1.848,1.133668,,,0,,,71962925560465943,,229535239,,0.003144,0.016467,0.005271,16.372234,0.003145,5321.74,0.618,2.6346,2.3704,0.3422,7.332067
4689,12.174339253590718,52.52672535344561,12.17008061718,52.52642904539,0.0021356,0.0012293,129.53,416881482938953216,12.17008742814,0.0914,52.52643205649,0.0884,0.1185,0.1508,0.7857,1.153,0.932,0.114,0.677,0.103,407,0.6034,436.37,0.118,0.1514,31,,,20,1.021,false,962.987,1.06412,18.228315,480.082,6.51944,18.635252,686.262,17.65667,1.211,0.978582,,,0,,,171030121700712409,,,713025654,0.003005,0.015006,0.011351,18.228315,0.003005,962.987,-0.004,1.8235,1.6573,-0.4954,9.388132
4690,143.79245265667248,-6.103949424727546,143.79219513492,-6.10300348856,0.0126108,0.007472,127.69,3823773894314217728,143.79216882357,0.5457,-6.10298606772,0.5521,-0.2874,0.685,-0.4196,7.072,-5.887,0.683,3.92,0.579,424,1.5009,493.97,1.603,1.748,95,1.3498,0.1152,17,1.052,false,136.705,0.583448,20.347906,54.6932,4.9195,20.993708,132.08,19.445807,1.366,1.547901,,,0,,,100671437922506857,,,,0.005391,0.097699,0.058689,20.346171,0.005385,136.924,0.09,10.9753,9.7163,-0.4682,3.527932
